shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
40, 12 ,2.07,2.23,2.22,2.14,2.19,,,,40, 12 ,3.48,3.12,3.13,3.26,3.17,,,0.69,-0.98
60, 12 ,3.28,3.33,3.22,2.99,3.18,,,,60, 12 ,4.43,4.17,4.35,4.17,4.23,,,0.75,-1.05
80, 12 ,4.20,4.51,4.64,4.09,4.41,,,,80, 12 ,5.83,5.55,5.64,5.47,5.56,,,0.79,-1.15
100, 12 ,0.01,0.01,0.01,0.01,0.01,,,,100, 12 ,0.01,0.01,0.01,0.01,0.01,,,1.00,0.00
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.08,0.07,0.07,0.07,0.07,,,,,,,,,,,,,,
5, 1 ,0.16,0.16,0.16,0.15,0.16,,,,,,,,,,,,,,
10, 1 ,0.25,0.25,0.24,0.24,0.24,,,,,,,,,,,,,,
20, 1 ,0.44,0.42,0.45,0.45,0.44,,,,,,,,,,,,,,
40, 1 ,0.79,0.81,0.79,0.77,0.79,,,,,,,,,,,,,,
60, 1 ,1.15,1.13,1.11,1.15,1.13,,,,,,,,,,,,,,
80, 1 ,1.47,1.57,1.52,1.51,1.53,,,,,,,,,,,,,,
100, 1 ,2.17,1.82,1.90,1.82,1.85,,,,,,,,,,,,,,
1, 3 ,0.17,0.18,0.18,0.18,0.18,,,,,,,,,,,,,,
5, 3 ,0.29,0.32,0.32,0.29,0.31,,,,,,,,,,,,,,
10, 3 ,0.46,0.48,0.45,0.44,0.46,,,,,,,,,,,,,,
20, 3 ,0.80,0.77,0.80,0.69,0.76,,,,,,,,,,,,,,
40, 3 ,1.49,1.31,1.47,1.45,1.41,,,,,,,,,,,,,,
60, 3 ,2.34,2.00,1.96,1.93,1.96,,,,,,,,,,,,,,
80, 3 ,2.81,2.36,2.55,2.60,2.50,,,,,,,,,,,,,,
100, 3 ,3.68,3.42,2.89,3.34,3.22,,,,,,,,,,,,,,
1, 6 ,0.35,0.37,0.34,0.33,0.35,,,,,,,,,,,,,,
5, 6 ,0.48,0.50,0.52,0.47,0.49,,,,,,,,,,,,,,
10, 6 ,0.68,0.65,0.74,0.68,0.69,,,,,,,,,,,,,,
20, 6 ,1.12,1.05,1.09,1.00,1.05,,,,,,,,,,,,,,
40, 6 ,2.00,1.90,1.82,1.92,1.88,,,,,,,,,,,,,,
60, 6 ,2.88,2.30,2.59,2.52,2.47,,,,,,,,,,,,,,
80, 6 ,3.28,3.09,3.28,3.06,3.14,,,,,,,,,,,,,,
100, 6 ,4.20,3.77,3.53,3.58,3.63,,,,,,,,,,,,,,
1, 9 ,0.55,0.53,0.51,0.52,0.52,,,,,,,,,,,,,,
5, 9 ,0.71,0.74,0.78,0.78,0.77,,,,,,,,,,,,,,
10, 9 ,1.13,1.02,1.02,1.09,1.04,,,,,,,,,,,,,,
20, 9 ,1.68,1.47,1.53,1.41,1.47,,,,,,,,,,,,,,
40, 9 ,2.85,2.64,2.41,2.64,2.56,,,,,,,,,,,,,,
60, 9 ,3.79,3.73,3.57,3.33,3.54,,,,,,,,,,,,,,
80, 9 ,4.54,4.61,4.31,4.32,4.41,,,,,,,,,,,,,,
100, 9 ,5.56,5.10,5.16,1.51,3.92,,,,,,,,,,,,,,
1, 12 ,0.72,0.67,0.67,0.68,0.67,,,,,,,,,,,,,,
5, 12 ,0.94,1.01,0.97,1.00,0.99,,,,,,,,,,,,,,
10, 12 ,1.23,1.18,1.26,1.34,1.26,,,,,,,,,,,,,,
20, 12 ,1.93,1.85,1.79,1.89,1.84,,,,,,,,,,,,,,
40, 12 ,3.48,3.12,3.13,3.26,3.17,,,,,,,,,,,,,,
60, 12 ,4.43,4.17,4.35,4.17,4.23,,,,,,,,,,,,,,
80, 12 ,5.83,5.55,5.64,5.47,5.56,,,,,,,,,,,,,,
100, 12 ,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,
