shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
1, 6 ,0.31,0.24,0.21,0.23,0.23,,,,1, 6 ,0.40,0.38,0.38,0.36,0.37,,,0.62,-0.14
5, 6 ,1.51,0.86,0.87,0.94,0.89,,,,5, 6 ,1.11,0.63,0.65,0.65,0.65,,,1.37,0.24
10, 6 ,3.70,1.65,1.77,1.66,1.69,,,,10, 6 ,2.82,1.09,1.06,1.04,1.06,,,1.59,0.63
20, 6 ,8.06,3.26,3.23,3.52,3.33,,,,20, 6 ,7.66,1.84,1.83,1.83,1.83,,,1.82,1.50
40, 6 ,16.23,8.01,8.28,7.47,7.92,,,,40, 6 ,11.91,4.48,4.39,4.37,4.41,,,1.80,3.51
60, 6 ,23.98,11.29,12.15,11.19,11.54,,,,60, 6 ,14.89,6.49,6.40,6.40,6.43,,,1.79,5.11
80, 6 ,16.49,16.22,16.22,15.15,15.86,,,,80, 6 ,17.69,8.66,8.63,8.45,8.58,,,1.85,7.28
100, 6 ,18.31,18.20,18.22,19.46,18.63,,,,100, 6 ,58.92,10.09,9.80,9.80,9.90,,,1.88,8.73
1, 9 ,0.38,0.26,0.25,0.23,0.25,,,,1, 9 ,0.57,0.56,0.55,0.53,0.55,,,0.45,-0.30
5, 9 ,1.57,0.90,0.98,0.97,0.95,,,,5, 9 ,1.49,0.96,0.95,0.99,0.96,,,0.99,-0.01
10, 9 ,3.45,1.75,1.75,1.75,1.75,,,,10, 9 ,3.56,1.53,1.48,1.55,1.52,,,1.15,0.23
20, 9 ,5.99,3.34,3.47,3.39,3.40,,,,20, 9 ,7.83,2.41,2.54,2.46,2.47,,,1.38,0.93
40, 9 ,7.95,7.79,8.43,8.68,8.30,,,,40, 9 ,16.36,4.98,5.11,5.09,5.06,,,1.64,3.24
60, 9 ,11.73,11.79,11.83,11.66,11.76,,,,60, 9 ,24.18,7.57,7.50,7.41,7.50,,,1.57,4.26
80, 9 ,15.80,16.92,15.90,15.74,16.19,,,,80, 9 ,26.88,9.87,9.85,9.61,9.78,,,1.66,6.41
100, 9 ,38.37,20.81,20.44,20.59,20.61,,,,100, 9 ,58.38,11.55,11.45,11.45,11.48,,,1.80,9.13
1, 12 ,0.32,0.30,0.27,0.26,0.28,,,,1, 12 ,0.76,0.70,0.73,0.72,0.72,,,0.39,-0.44
5, 12 ,1.10,0.93,0.97,0.99,0.96,,,,5, 12 ,1.53,1.24,1.14,1.23,1.20,,,0.80,-0.24
10, 12 ,2.35,1.84,1.82,2.04,1.90,,,,10, 12 ,3.57,1.89,1.92,1.93,1.92,,,0.99,-0.02
20, 12 ,4.12,3.51,3.92,3.64,3.69,,,,20, 12 ,7.79,3.08,3.08,3.05,3.07,,,1.20,0.62
40, 12 ,8.63,8.69,7.94,8.63,8.42,,,,40, 12 ,16.42,5.67,5.79,5.89,5.78,,,1.46,2.64
60, 12 ,22.50,12.01,11.95,12.81,12.26,,,,60, 12 ,24.45,8.48,8.42,8.32,8.41,,,1.46,3.85
80, 12 ,32.91,16.02,16.17,16.15,16.11,,,,80, 12 ,27.04,11.08,11.01,10.99,11.02,,,1.46,5.09
100, 12 ,0.01,0.04,0.01,0.03,0.03,,,,100, 12 ,0.01,0.02,0.01,0.05,0.03,,,1.00,0.00
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.20,0.10,0.10,0.09,0.10,,,,,,,,,,,,,,
5, 1 ,0.67,0.33,0.31,0.33,0.32,,,,,,,,,,,,,,
10, 1 ,0.91,0.62,0.60,0.61,0.61,,,,,,,,,,,,,,
20, 1 ,1.78,1.18,1.20,1.17,1.18,,,,,,,,,,,,,,
40, 1 ,3.50,3.45,3.43,3.44,3.44,,,,,,,,,,,,,,
60, 1 ,5.15,5.13,5.12,5.13,5.12,,,,,,,,,,,,,,
80, 1 ,6.90,6.85,6.84,6.86,6.85,,,,,,,,,,,,,,
100, 1 ,46.80,23.52,7.90,7.73,13.05,,,,,,,,,,,,,,
1, 3 ,0.22,0.21,0.21,0.19,0.20,,,,,,,,,,,,,,
5, 3 ,0.64,0.46,0.46,0.48,0.47,,,,,,,,,,,,,,
10, 3 ,2.34,0.81,0.85,0.80,0.82,,,,,,,,,,,,,,
20, 3 ,2.12,1.48,1.47,1.52,1.49,,,,,,,,,,,,,,
40, 3 ,4.00,3.97,3.92,3.95,3.95,,,,,,,,,,,,,,
60, 3 ,22.57,5.99,5.94,5.85,5.93,,,,,,,,,,,,,,
80, 3 ,32.76,7.83,7.86,7.78,7.82,,,,,,,,,,,,,,
100, 3 ,8.99,8.97,8.91,8.89,8.92,,,,,,,,,,,,,,
1, 6 ,0.40,0.38,0.38,0.36,0.37,,,,,,,,,,,,,,
5, 6 ,1.11,0.63,0.65,0.65,0.65,,,,,,,,,,,,,,
10, 6 ,2.82,1.09,1.06,1.04,1.06,,,,,,,,,,,,,,
20, 6 ,7.66,1.84,1.83,1.83,1.83,,,,,,,,,,,,,,
40, 6 ,11.91,4.48,4.39,4.37,4.41,,,,,,,,,,,,,,
60, 6 ,14.89,6.49,6.40,6.40,6.43,,,,,,,,,,,,,,
80, 6 ,17.69,8.66,8.63,8.45,8.58,,,,,,,,,,,,,,
100, 6 ,58.92,10.09,9.80,9.80,9.90,,,,,,,,,,,,,,
1, 9 ,0.57,0.56,0.55,0.53,0.55,,,,,,,,,,,,,,
5, 9 ,1.49,0.96,0.95,0.99,0.96,,,,,,,,,,,,,,
10, 9 ,3.56,1.53,1.48,1.55,1.52,,,,,,,,,,,,,,
20, 9 ,7.83,2.41,2.54,2.46,2.47,,,,,,,,,,,,,,
40, 9 ,16.36,4.98,5.11,5.09,5.06,,,,,,,,,,,,,,
60, 9 ,24.18,7.57,7.50,7.41,7.50,,,,,,,,,,,,,,
80, 9 ,26.88,9.87,9.85,9.61,9.78,,,,,,,,,,,,,,
100, 9 ,58.38,11.55,11.45,11.45,11.48,,,,,,,,,,,,,,
1, 12 ,0.76,0.70,0.73,0.72,0.72,,,,,,,,,,,,,,
5, 12 ,1.53,1.24,1.14,1.23,1.20,,,,,,,,,,,,,,
10, 12 ,3.57,1.89,1.92,1.93,1.92,,,,,,,,,,,,,,
20, 12 ,7.79,3.08,3.08,3.05,3.07,,,,,,,,,,,,,,
40, 12 ,16.42,5.67,5.79,5.89,5.78,,,,,,,,,,,,,,
60, 12 ,24.45,8.48,8.42,8.32,8.41,,,,,,,,,,,,,,
80, 12 ,27.04,11.08,11.01,10.99,11.02,,,,,,,,,,,,,,
100, 12 ,0.01,0.02,0.01,0.05,0.03,,,,,,,,,,,,,,
