shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
20, 12 ,2.92,2.90,2.99,2.89,2.93,,,,20, 12 ,9.10,9.03,8.64,8.89,8.85,,,0.33,-5.92
40, 12 ,5.71,5.75,5.49,5.54,5.59,,,,40, 12 ,13.85,13.38,13.59,13.55,13.51,,,0.41,-7.92
60, 12 ,8.55,8.22,8.21,8.28,8.24,,,,60, 12 ,18.28,17.99,17.90,17.76,17.88,,,0.46,-9.64
80, 12 ,11.32,10.97,11.04,10.77,10.93,,,,80, 12 ,22.64,22.12,21.93,21.90,21.98,,,0.50,-11.05
100, 12 ,13.23,13.01,13.15,13.24,13.14,,,,100, 12 ,23.98,23.36,23.17,23.46,23.33,,,0.56,-10.19
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.42,0.40,0.40,0.38,0.39,,,,,,,,,,,,,,
5, 1 ,0.52,0.53,0.51,0.49,0.51,,,,,,,,,,,,,,
10, 1 ,0.66,0.68,0.66,0.63,0.66,,,,,,,,,,,,,,
20, 1 ,1.02,0.95,0.97,0.99,0.97,,,,,,,,,,,,,,
40, 1 ,1.68,1.63,1.71,1.58,1.64,,,,,,,,,,,,,,
60, 1 ,2.63,2.29,2.23,2.34,2.29,,,,,,,,,,,,,,
80, 1 ,3.35,2.86,2.84,2.89,2.87,,,,,,,,,,,,,,
100, 1 ,3.66,3.47,3.21,3.34,3.34,,,,,,,,,,,,,,
1, 3 ,1.18,1.11,1.13,1.18,1.14,,,,,,,,,,,,,,
5, 3 ,1.69,1.53,1.50,1.51,1.51,,,,,,,,,,,,,,
10, 3 ,1.74,1.75,1.82,1.89,1.82,,,,,,,,,,,,,,
20, 3 ,3.03,2.64,2.50,2.44,2.53,,,,,,,,,,,,,,
40, 3 ,4.07,4.06,4.04,4.16,4.08,,,,,,,,,,,,,,
60, 3 ,5.58,5.40,5.32,5.18,5.30,,,,,,,,,,,,,,
80, 3 ,6.77,6.70,6.61,6.45,6.59,,,,,,,,,,,,,,
100, 3 ,7.39,6.90,6.84,7.05,6.93,,,,,,,,,,,,,,
1, 6 ,2.31,2.27,2.18,2.40,2.28,,,,,,,,,,,,,,
5, 6 ,2.93,2.82,2.77,2.98,2.85,,,,,,,,,,,,,,
10, 6 ,3.58,3.59,3.50,3.35,3.48,,,,,,,,,,,,,,
20, 6 ,5.22,4.60,4.61,4.54,4.58,,,,,,,,,,,,,,
40, 6 ,7.13,6.94,6.87,6.84,6.88,,,,,,,,,,,,,,
60, 6 ,9.50,9.24,9.15,9.24,9.21,,,,,,,,,,,,,,
80, 6 ,11.60,11.25,11.23,10.99,11.16,,,,,,,,,,,,,,
100, 6 ,12.29,12.22,11.61,11.83,11.89,,,,,,,,,,,,,,
1, 9 ,3.42,3.30,3.51,3.56,3.46,,,,,,,,,,,,,,
5, 9 ,4.74,4.15,4.11,4.05,4.10,,,,,,,,,,,,,,
10, 9 ,5.37,5.43,5.11,5.00,5.18,,,,,,,,,,,,,,
20, 9 ,6.78,6.85,6.76,6.67,6.76,,,,,,,,,,,,,,
40, 9 ,10.58,10.24,10.24,10.22,10.23,,,,,,,,,,,,,,
60, 9 ,14.03,13.73,13.30,13.30,13.45,,,,,,,,,,,,,,
80, 9 ,17.00,16.52,17.02,16.62,16.72,,,,,,,,,,,,,,
100, 9 ,18.04,17.44,17.23,17.11,17.26,,,,,,,,,,,,,,
1, 12 ,4.51,4.42,4.71,4.59,4.57,,,,,,,,,,,,,,
5, 12 ,5.57,6.08,5.42,5.47,5.66,,,,,,,,,,,,,,
10, 12 ,7.76,6.70,6.95,6.70,6.79,,,,,,,,,,,,,,
20, 12 ,9.10,9.03,8.64,8.89,8.85,,,,,,,,,,,,,,
40, 12 ,13.85,13.38,13.59,13.55,13.51,,,,,,,,,,,,,,
60, 12 ,18.28,17.99,17.90,17.76,17.88,,,,,,,,,,,,,,
80, 12 ,22.64,22.12,21.93,21.90,21.98,,,,,,,,,,,,,,
100, 12 ,23.98,23.36,23.17,23.46,23.33,,,,,,,,,,,,,,
