shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
60, 9 ,9.08,9.28,9.14,9.08,9.17,,,,60, 9 ,6.12,6.17,6.20,6.16,6.18,,,1.48,2.99
80, 9 ,12.17,12.41,13.27,13.11,12.93,,,,80, 9 ,8.04,8.19,8.06,7.98,8.08,,,1.60,4.85
100, 9 ,15.71,15.91,15.77,14.64,15.44,,,,100, 9 ,9.69,9.53,9.62,9.61,9.58,,,1.61,5.86
1, 12 ,0.23,0.23,0.20,0.19,0.21,,,,1, 12 ,0.72,0.69,0.66,0.68,0.68,,,0.31,-0.47
5, 12 ,0.83,0.80,0.75,0.79,0.78,,,,5, 12 ,1.12,1.08,1.14,1.16,1.13,,,0.69,-0.35
10, 12 ,1.62,1.51,1.40,1.43,1.45,,,,10, 12 ,1.76,1.76,1.72,1.68,1.72,,,0.84,-0.27
20, 12 ,3.12,2.96,2.79,2.78,2.84,,,,20, 12 ,2.84,2.58,2.78,2.77,2.71,,,1.05,0.13
40, 12 ,6.18,6.03,6.76,6.01,6.27,,,,40, 12 ,5.00,5.02,5.03,5.15,5.07,,,1.24,1.20
60, 12 ,10.10,9.44,9.36,9.49,9.43,,,,60, 12 ,7.37,7.22,7.17,7.21,7.20,,,1.31,2.23
80, 12 ,13.52,13.41,12.76,12.37,12.85,,,,80, 12 ,9.42,9.42,9.30,9.51,9.41,,,1.37,3.44
100, 12 ,0.01,0.01,0.01,0.01,0.01,,,,100, 12 ,0.01,0.01,0.01,0.01,0.01,,,1.00,0.00
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.12,0.09,0.09,0.08,0.09,,,,,,,,,,,,,,
5, 1 ,0.37,0.24,0.25,0.25,0.25,,,,,,,,,,,,,,
10, 1 ,0.71,0.45,0.45,0.45,0.45,,,,,,,,,,,,,,
20, 1 ,1.36,0.87,0.88,0.87,0.87,,,,,,,,,,,,,,
40, 1 ,2.61,2.59,2.58,2.62,2.60,,,,,,,,,,,,,,
60, 1 ,3.89,3.90,3.91,3.87,3.90,,,,,,,,,,,,,,
80, 1 ,5.18,5.19,5.16,5.18,5.18,,,,,,,,,,,,,,
100, 1 ,5.92,5.92,5.89,5.91,5.91,,,,,,,,,,,,,,
1, 3 ,0.21,0.18,0.19,0.19,0.19,,,,,,,,,,,,,,
5, 3 ,0.50,0.40,0.39,0.39,0.39,,,,,,,,,,,,,,
10, 3 ,0.86,0.64,0.65,0.66,0.65,,,,,,,,,,,,,,
20, 3 ,1.65,1.19,1.18,1.19,1.19,,,,,,,,,,,,,,
40, 3 ,3.13,3.10,3.10,3.10,3.10,,,,,,,,,,,,,,
60, 3 ,4.56,4.56,4.60,4.58,4.58,,,,,,,,,,,,,,
80, 3 ,6.00,6.02,6.05,6.09,6.05,,,,,,,,,,,,,,
100, 3 ,7.13,7.12,7.16,7.09,7.12,,,,,,,,,,,,,,
1, 6 ,0.37,0.35,0.37,0.35,0.35,,,,,,,,,,,,,,
5, 6 ,0.69,0.63,0.62,0.61,0.62,,,,,,,,,,,,,,
10, 6 ,1.06,0.93,0.93,0.87,0.91,,,,,,,,,,,,,,
20, 6 ,1.91,1.76,1.68,1.74,1.73,,,,,,,,,,,,,,
40, 6 ,3.58,3.69,3.52,3.53,3.58,,,,,,,,,,,,,,
60, 6 ,5.15,5.15,5.14,5.17,5.15,,,,,,,,,,,,,,
80, 6 ,6.77,6.76,6.80,6.76,6.77,,,,,,,,,,,,,,
100, 6 ,7.93,7.95,7.95,7.97,7.96,,,,,,,,,,,,,,
1, 9 ,0.56,0.52,0.52,0.53,0.52,,,,,,,,,,,,,,
5, 9 ,0.87,0.89,0.84,0.87,0.87,,,,,,,,,,,,,,
10, 9 ,1.41,1.31,1.27,1.42,1.33,,,,,,,,,,,,,,
20, 9 ,2.32,2.22,2.43,2.30,2.32,,,,,,,,,,,,,,
40, 9 ,4.30,4.26,4.29,4.28,4.27,,,,,,,,,,,,,,
60, 9 ,6.12,6.17,6.20,6.16,6.18,,,,,,,,,,,,,,
80, 9 ,8.04,8.19,8.06,7.98,8.08,,,,,,,,,,,,,,
100, 9 ,9.69,9.53,9.62,9.61,9.58,,,,,,,,,,,,,,
1, 12 ,0.72,0.69,0.66,0.68,0.68,,,,,,,,,,,,,,
5, 12 ,1.12,1.08,1.14,1.16,1.13,,,,,,,,,,,,,,
10, 12 ,1.76,1.76,1.72,1.68,1.72,,,,,,,,,,,,,,
20, 12 ,2.84,2.58,2.78,2.77,2.71,,,,,,,,,,,,,,
40, 12 ,5.00,5.02,5.03,5.15,5.07,,,,,,,,,,,,,,
60, 12 ,7.37,7.22,7.17,7.21,7.20,,,,,,,,,,,,,,
80, 12 ,9.42,9.42,9.30,9.51,9.41,,,,,,,,,,,,,,
100, 12 ,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,
