shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
5, 6 ,0.83,0.89,0.86,0.85,0.87,,,,5, 6 ,5.39,5.75,5.93,5.47,5.72,,,0.15,-4.85
10, 6 ,1.61,1.55,1.52,1.53,1.54,,,,10, 6 ,6.43,6.74,6.30,6.46,6.50,,,0.24,-4.96
20, 6 ,2.93,2.96,3.02,2.96,2.98,,,,20, 6 ,9.21,8.46,8.33,8.50,8.43,,,0.35,-5.45
40, 6 ,5.83,5.91,5.84,5.84,5.86,,,,40, 6 ,12.68,12.74,12.20,12.41,12.45,,,0.47,-6.59
60, 6 ,8.53,8.54,8.60,8.41,8.52,,,,60, 6 ,17.01,16.13,16.19,16.03,16.12,,,0.53,-7.60
80, 6 ,11.52,11.59,11.20,11.61,11.47,,,,80, 6 ,21.10,20.23,20.01,19.75,20.00,,,0.57,-8.53
100, 6 ,13.80,13.66,13.90,13.24,13.60,,,,100, 6 ,20.97,20.38,20.55,20.56,20.50,,,0.66,-6.90
1, 9 ,0.41,0.37,0.38,0.38,0.38,,,,1, 9 ,6.61,6.87,6.81,6.97,6.88,,,0.06,-6.50
5, 9 ,1.28,1.09,1.10,1.15,1.11,,,,5, 9 ,8.41,8.37,7.75,8.53,8.22,,,0.14,-7.11
10, 9 ,2.15,2.05,2.07,2.19,2.10,,,,10, 9 ,10.84,9.12,9.33,9.63,9.36,,,0.22,-7.26
20, 9 ,3.91,4.03,4.06,4.11,4.06,,,,20, 9 ,12.50,11.88,12.52,12.39,12.26,,,0.33,-8.20
40, 9 ,8.12,7.80,8.07,8.09,7.99,,,,40, 9 ,19.24,18.47,18.67,19.51,18.88,,,0.42,-10.89
60, 9 ,11.79,11.31,11.26,11.34,11.30,,,,60, 9 ,25.00,24.44,24.21,24.49,24.38,,,0.46,-13.08
80, 9 ,15.43,15.28,15.22,14.97,15.16,,,,80, 9 ,31.38,29.89,30.99,30.49,30.45,,,0.50,-15.29
100, 9 ,19.35,18.24,18.02,18.33,18.20,,,,100, 9 ,31.80,31.13,31.43,31.13,31.23,,,0.58,-13.03
1, 12 ,0.57,0.51,0.53,0.49,0.51,,,,1, 12 ,8.69,9.24,9.42,8.88,9.18,,,0.06,-8.67
5, 12 ,1.54,1.45,1.40,1.34,1.40,,,,5, 12 ,11.17,10.89,10.67,11.31,10.96,,,0.13,-9.56
10, 12 ,2.55,2.60,2.58,2.56,2.58,,,,10, 12 ,12.71,12.66,12.69,12.98,12.78,,,0.20,-10.20
20, 12 ,5.08,4.98,4.94,4.77,4.90,,,,20, 12 ,17.09,16.97,16.73,16.86,16.86,,,0.29,-11.96
40, 12 ,9.57,9.63,9.72,9.44,9.60,,,,40, 12 ,27.43,25.02,25.10,25.07,25.06,,,0.38,-15.46
60, 12 ,14.47,14.06,14.15,14.49,14.24,,,,60, 12 ,33.03,32.96,32.89,32.84,32.90,,,0.43,-18.66
80, 12 ,19.02,18.71,18.43,18.81,18.65,,,,80, 12 ,40.91,41.42,40.92,41.31,41.22,,,0.45,-22.57
100, 12 ,22.84,22.70,21.86,22.47,22.34,,,,100, 12 ,42.59,42.09,42.34,42.27,42.23,,,0.53,-19.89
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.80,0.79,0.81,0.80,0.80,,,,,,,,,,,,,,
5, 1 ,1.01,1.04,1.07,1.03,1.05,,,,,,,,,,,,,,
10, 1 ,1.33,1.24,1.35,1.46,1.35,,,,,,,,,,,,,,
20, 1 ,1.83,1.88,1.87,1.82,1.86,,,,,,,,,,,,,,
40, 1 ,2.89,2.77,2.72,2.73,2.74,,,,,,,,,,,,,,
60, 1 ,3.84,3.61,3.53,3.50,3.55,,,,,,,,,,,,,,
80, 1 ,5.09,4.44,4.48,4.43,4.45,,,,,,,,,,,,,,
100, 1 ,5.45,4.81,4.89,4.94,4.88,,,,,,,,,,,,,,
1, 3 ,2.42,2.29,2.32,2.44,2.35,,,,,,,,,,,,,,
5, 3 ,2.87,2.83,2.79,2.99,2.87,,,,,,,,,,,,,,
10, 3 ,3.54,3.42,3.37,3.32,3.37,,,,,,,,,,,,,,
20, 3 ,5.00,4.27,4.47,4.50,4.41,,,,,,,,,,,,,,
40, 3 ,6.89,6.53,6.63,6.54,6.56,,,,,,,,,,,,,,
60, 3 ,8.91,9.19,8.58,8.82,8.86,,,,,,,,,,,,,,
80, 3 ,11.39,10.88,10.69,11.08,10.89,,,,,,,,,,,,,,
100, 3 ,11.84,11.27,11.18,11.28,11.24,,,,,,,,,,,,,,
1, 6 ,4.66,4.39,4.90,4.70,4.66,,,,,,,,,,,,,,
5, 6 ,5.39,5.75,5.93,5.47,5.72,,,,,,,,,,,,,,
10, 6 ,6.43,6.74,6.30,6.46,6.50,,,,,,,,,,,,,,
20, 6 ,9.21,8.46,8.33,8.50,8.43,,,,,,,,,,,,,,
40, 6 ,12.68,12.74,12.20,12.41,12.45,,,,,,,,,,,,,,
60, 6 ,17.01,16.13,16.19,16.03,16.12,,,,,,,,,,,,,,
80, 6 ,21.10,20.23,20.01,19.75,20.00,,,,,,,,,,,,,,
100, 6 ,20.97,20.38,20.55,20.56,20.50,,,,,,,,,,,,,,
1, 9 ,6.61,6.87,6.81,6.97,6.88,,,,,,,,,,,,,,
5, 9 ,8.41,8.37,7.75,8.53,8.22,,,,,,,,,,,,,,
10, 9 ,10.84,9.12,9.33,9.63,9.36,,,,,,,,,,,,,,
20, 9 ,12.50,11.88,12.52,12.39,12.26,,,,,,,,,,,,,,
40, 9 ,19.24,18.47,18.67,19.51,18.88,,,,,,,,,,,,,,
60, 9 ,25.00,24.44,24.21,24.49,24.38,,,,,,,,,,,,,,
80, 9 ,31.38,29.89,30.99,30.49,30.45,,,,,,,,,,,,,,
100, 9 ,31.80,31.13,31.43,31.13,31.23,,,,,,,,,,,,,,
1, 12 ,8.69,9.24,9.42,8.88,9.18,,,,,,,,,,,,,,
5, 12 ,11.17,10.89,10.67,11.31,10.96,,,,,,,,,,,,,,
10, 12 ,12.71,12.66,12.69,12.98,12.78,,,,,,,,,,,,,,
20, 12 ,17.09,16.97,16.73,16.86,16.86,,,,,,,,,,,,,,
40, 12 ,27.43,25.02,25.10,25.07,25.06,,,,,,,,,,,,,,
60, 12 ,33.03,32.96,32.89,32.84,32.90,,,,,,,,,,,,,,
80, 12 ,40.91,41.42,40.92,41.31,41.22,,,,,,,,,,,,,,
100, 12 ,42.59,42.09,42.34,42.27,42.23,,,,,,,,,,,,,,
