shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
80, 6 ,45.97,18.59,18.36,19.93,18.96,,,,80, 6 ,47.19,10.53,10.09,10.09,10.24,,,1.85,8.72
100, 6 ,69.07,23.17,22.52,22.56,22.75,,,,100, 6 ,70.25,15.79,11.56,11.58,12.98,,,1.75,9.77
1, 9 ,0.45,0.29,0.28,0.29,0.29,,,,1, 9 ,0.60,0.58,0.59,0.58,0.59,,,0.49,-0.30
5, 9 ,1.98,1.26,1.12,1.21,1.20,,,,5, 9 ,2.01,1.04,1.01,0.95,1.00,,,1.20,0.20
10, 9 ,5.10,2.32,2.36,2.17,2.28,,,,10, 9 ,4.95,1.53,1.57,1.49,1.53,,,1.49,0.75
20, 9 ,10.91,4.53,4.27,4.55,4.45,,,,20, 9 ,10.57,2.58,2.56,2.59,2.58,,,1.72,1.87
40, 9 ,22.14,9.64,9.70,9.80,9.71,,,,40, 9 ,22.01,5.95,5.95,5.94,5.95,,,1.63,3.76
60, 9 ,33.23,15.82,15.58,14.50,15.30,,,,60, 9 ,33.41,8.88,8.72,8.58,8.73,,,1.75,6.57
80, 9 ,45.73,19.41,19.42,20.77,19.87,,,,80, 9 ,46.60,11.71,11.34,11.26,11.44,,,1.74,8.43
100, 9 ,69.74,25.42,25.18,25.34,25.31,,,,100, 9 ,69.75,16.26,13.33,13.14,14.24,,,1.78,11.07
1, 12 ,0.50,0.35,0.33,0.33,0.34,,,,1, 12 ,0.82,0.73,0.78,0.75,0.76,,,0.45,-0.42
5, 12 ,2.11,1.16,1.15,1.14,1.15,,,,5, 12 ,2.05,1.31,1.21,1.29,1.27,,,0.91,-0.12
10, 12 ,5.02,2.39,2.38,2.17,2.32,,,,10, 12 ,5.05,1.88,2.06,1.98,1.97,,,1.18,0.35
20, 12 ,10.92,4.41,4.70,4.72,4.61,,,,20, 12 ,10.61,3.51,3.24,3.34,3.36,,,1.37,1.25
40, 12 ,22.13,10.61,10.73,10.68,10.67,,,,40, 12 ,22.02,6.64,6.71,6.54,6.63,,,1.61,4.04
60, 12 ,33.12,14.98,15.86,15.36,15.40,,,,60, 12 ,33.42,9.88,9.60,9.58,9.69,,,1.59,5.71
80, 12 ,46.01,20.20,20.56,19.89,20.21,,,,80, 12 ,45.45,12.87,12.61,12.56,12.68,,,1.59,7.53
100, 12 ,0.01,0.04,0.01,0.04,0.03,,,,100, 12 ,0.01,0.04,0.01,0.04,0.03,,,1.00,0.00
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.22,0.12,0.12,0.11,0.12,,,,,,,,,,,,,,
5, 1 ,1.44,0.41,0.39,0.40,0.40,,,,,,,,,,,,,,
10, 1 ,3.91,0.76,0.78,0.77,0.77,,,,,,,,,,,,,,
20, 1 ,8.14,1.49,1.50,1.54,1.51,,,,,,,,,,,,,,
40, 1 ,4.33,4.23,4.30,4.26,4.26,,,,,,,,,,,,,,
60, 1 ,6.32,6.31,6.33,6.34,6.33,,,,,,,,,,,,,,
80, 1 ,8.41,8.41,8.42,8.40,8.41,,,,,,,,,,,,,,
100, 1 ,74.58,14.79,9.57,9.45,11.27,,,,,,,,,,,,,,
1, 3 ,0.28,0.24,0.21,0.24,0.23,,,,,,,,,,,,,,
5, 3 ,1.52,0.52,0.52,0.55,0.53,,,,,,,,,,,,,,
10, 3 ,3.95,0.95,0.95,0.96,0.95,,,,,,,,,,,,,,
20, 3 ,8.17,1.79,1.83,1.83,1.82,,,,,,,,,,,,,,
40, 3 ,4.82,4.72,4.72,4.69,4.71,,,,,,,,,,,,,,
60, 3 ,32.37,7.28,7.25,7.03,7.19,,,,,,,,,,,,,,
80, 3 ,49.39,9.68,9.39,9.36,9.48,,,,,,,,,,,,,,
100, 3 ,68.11,10.98,10.64,10.67,10.76,,,,,,,,,,,,,,
1, 6 ,0.41,0.40,0.41,0.41,0.41,,,,,,,,,,,,,,
5, 6 ,1.98,0.74,0.72,0.75,0.74,,,,,,,,,,,,,,
10, 6 ,4.87,1.20,1.21,1.20,1.20,,,,,,,,,,,,,,
20, 6 ,10.62,2.11,2.13,2.15,2.13,,,,,,,,,,,,,,
40, 6 ,22.08,5.21,5.31,5.18,5.23,,,,,,,,,,,,,,
60, 6 ,33.17,7.80,7.75,7.64,7.73,,,,,,,,,,,,,,
80, 6 ,47.19,10.53,10.09,10.09,10.24,,,,,,,,,,,,,,
100, 6 ,70.25,15.79,11.56,11.58,12.98,,,,,,,,,,,,,,
1, 9 ,0.60,0.58,0.59,0.58,0.59,,,,,,,,,,,,,,
5, 9 ,2.01,1.04,1.01,0.95,1.00,,,,,,,,,,,,,,
10, 9 ,4.95,1.53,1.57,1.49,1.53,,,,,,,,,,,,,,
20, 9 ,10.57,2.58,2.56,2.59,2.58,,,,,,,,,,,,,,
40, 9 ,22.01,5.95,5.95,5.94,5.95,,,,,,,,,,,,,,
60, 9 ,33.41,8.88,8.72,8.58,8.73,,,,,,,,,,,,,,
80, 9 ,46.60,11.71,11.34,11.26,11.44,,,,,,,,,,,,,,
100, 9 ,69.75,16.26,13.33,13.14,14.24,,,,,,,,,,,,,,
1, 12 ,0.82,0.73,0.78,0.75,0.76,,,,,,,,,,,,,,
5, 12 ,2.05,1.31,1.21,1.29,1.27,,,,,,,,,,,,,,
10, 12 ,5.05,1.88,2.06,1.98,1.97,,,,,,,,,,,,,,
20, 12 ,10.61,3.51,3.24,3.34,3.36,,,,,,,,,,,,,,
40, 12 ,22.02,6.64,6.71,6.54,6.63,,,,,,,,,,,,,,
60, 12 ,33.42,9.88,9.60,9.58,9.69,,,,,,,,,,,,,,
80, 12 ,45.45,12.87,12.61,12.56,12.68,,,,,,,,,,,,,,
100, 12 ,0.01,0.04,0.01,0.04,0.03,,,,,,,,,,,,,,
