shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
5, 6 ,0.35,0.34,0.34,0.35,0.35,,,,5, 6 ,1.34,1.28,1.30,1.37,1.32,,,0.27,-0.97
10, 6 ,0.71,0.69,0.67,0.68,0.68,,,,10, 6 ,1.67,1.76,1.85,1.62,1.74,,,0.39,-1.06
20, 6 ,1.34,1.30,1.32,1.29,1.31,,,,20, 6 ,2.46,2.39,2.48,2.33,2.40,,,0.55,-1.09
40, 6 ,2.58,2.50,2.57,2.43,2.50,,,,40, 6 ,3.91,3.67,3.82,3.90,3.80,,,0.66,-1.30
60, 6 ,4.05,3.69,3.80,3.76,3.75,,,,60, 6 ,5.15,5.07,5.03,4.86,4.99,,,0.75,-1.24
80, 6 ,5.41,5.06,5.08,4.82,4.99,,,,80, 6 ,6.66,6.38,6.34,6.60,6.44,,,0.77,-1.45
100, 6 ,6.55,6.23,5.93,6.26,6.14,,,,100, 6 ,7.06,7.19,6.87,6.69,6.92,,,0.89,-0.78
1, 9 ,0.15,0.13,0.14,0.12,0.13,,,,1, 9 ,1.63,1.55,1.50,1.54,1.53,,,0.08,-1.40
5, 9 ,0.44,0.48,0.44,0.44,0.45,,,,5, 9 ,1.95,1.93,2.05,1.95,1.98,,,0.23,-1.53
10, 9 ,0.84,0.87,0.85,0.79,0.84,,,,10, 9 ,2.52,2.48,2.43,2.36,2.42,,,0.35,-1.58
20, 9 ,1.71,1.60,1.62,1.68,1.63,,,,20, 9 ,3.42,3.58,3.63,3.32,3.51,,,0.46,-1.88
40, 9 ,3.25,3.12,3.19,3.07,3.13,,,,40, 9 ,5.88,5.39,5.31,5.23,5.31,,,0.59,-2.18
60, 9 ,4.72,4.89,4.46,4.82,4.72,,,,60, 9 ,7.68,7.40,7.31,7.29,7.34,,,0.64,-2.62
80, 9 ,6.43,6.02,6.07,6.16,6.08,,,,80, 9 ,9.28,9.13,9.04,9.38,9.18,,,0.66,-3.10
100, 9 ,7.72,7.20,7.32,7.45,7.32,,,,100, 9 ,10.28,10.10,9.53,9.76,9.80,,,0.75,-2.48
1, 12 ,0.17,0.14,0.18,0.16,0.16,,,,1, 12 ,2.10,2.04,2.01,2.03,2.03,,,0.08,-1.87
5, 12 ,0.55,0.53,0.49,0.57,0.53,,,,5, 12 ,2.60,2.69,2.71,2.97,2.79,,,0.19,-2.26
10, 12 ,0.94,0.93,0.98,1.01,0.97,,,,10, 12 ,3.36,3.36,3.20,3.36,3.31,,,0.29,-2.34
20, 12 ,1.84,1.80,1.86,1.83,1.83,,,,20, 12 ,4.77,4.46,4.25,4.46,4.39,,,0.42,-2.56
40, 12 ,3.57,3.64,3.50,3.54,3.56,,,,40, 12 ,7.07,6.96,6.97,6.99,6.97,,,0.51,-3.41
60, 12 ,5.42,5.28,5.14,5.15,5.19,,,,60, 12 ,9.74,9.48,9.35,9.40,9.41,,,0.55,-4.22
80, 12 ,7.38,6.91,7.24,7.24,7.13,,,,80, 12 ,12.25,12.10,11.73,12.16,12.00,,,0.59,-4.87
100, 12 ,9.12,8.96,8.41,8.47,8.61,,,,100, 12 ,12.98,12.73,12.72,12.48,12.64,,,0.68,-4.03
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.19,0.20,0.20,0.19,0.19,,,,,,,,,,,,,,
5, 1 ,0.29,0.29,0.27,0.29,0.28,,,,,,,,,,,,,,
10, 1 ,0.43,0.41,0.40,0.39,0.40,,,,,,,,,,,,,,
20, 1 ,0.64,0.62,0.62,0.66,0.63,,,,,,,,,,,,,,
40, 1 ,1.26,1.15,1.15,1.16,1.16,,,,,,,,,,,,,,
60, 1 ,1.77,1.56,1.57,1.58,1.57,,,,,,,,,,,,,,
80, 1 ,2.18,2.08,2.04,2.09,2.07,,,,,,,,,,,,,,
100, 1 ,2.71,2.24,2.39,2.32,2.32,,,,,,,,,,,,,,
1, 3 ,0.55,0.56,0.53,0.54,0.54,,,,,,,,,,,,,,
5, 3 ,0.73,0.70,0.75,0.71,0.72,,,,,,,,,,,,,,
10, 3 ,1.02,0.91,1.03,0.97,0.97,,,,,,,,,,,,,,
20, 3 ,1.48,1.47,1.44,1.58,1.50,,,,,,,,,,,,,,
40, 3 ,2.43,2.35,2.45,2.34,2.38,,,,,,,,,,,,,,
60, 3 ,3.41,3.08,3.41,3.37,3.29,,,,,,,,,,,,,,
80, 3 ,4.27,3.96,3.94,4.05,3.98,,,,,,,,,,,,,,
100, 3 ,4.89,4.49,4.55,4.47,4.50,,,,,,,,,,,,,,
1, 6 ,1.06,1.08,1.05,1.03,1.05,,,,,,,,,,,,,,
5, 6 ,1.34,1.28,1.30,1.37,1.32,,,,,,,,,,,,,,
10, 6 ,1.67,1.76,1.85,1.62,1.74,,,,,,,,,,,,,,
20, 6 ,2.46,2.39,2.48,2.33,2.40,,,,,,,,,,,,,,
40, 6 ,3.91,3.67,3.82,3.90,3.80,,,,,,,,,,,,,,
60, 6 ,5.15,5.07,5.03,4.86,4.99,,,,,,,,,,,,,,
80, 6 ,6.66,6.38,6.34,6.60,6.44,,,,,,,,,,,,,,
100, 6 ,7.06,7.19,6.87,6.69,6.92,,,,,,,,,,,,,,
1, 9 ,1.63,1.55,1.50,1.54,1.53,,,,,,,,,,,,,,
5, 9 ,1.95,1.93,2.05,1.95,1.98,,,,,,,,,,,,,,
10, 9 ,2.52,2.48,2.43,2.36,2.42,,,,,,,,,,,,,,
20, 9 ,3.42,3.58,3.63,3.32,3.51,,,,,,,,,,,,,,
40, 9 ,5.88,5.39,5.31,5.23,5.31,,,,,,,,,,,,,,
60, 9 ,7.68,7.40,7.31,7.29,7.34,,,,,,,,,,,,,,
80, 9 ,9.28,9.13,9.04,9.38,9.18,,,,,,,,,,,,,,
100, 9 ,10.28,10.10,9.53,9.76,9.80,,,,,,,,,,,,,,
1, 12 ,2.10,2.04,2.01,2.03,2.03,,,,,,,,,,,,,,
5, 12 ,2.60,2.69,2.71,2.97,2.79,,,,,,,,,,,,,,
10, 12 ,3.36,3.36,3.20,3.36,3.31,,,,,,,,,,,,,,
20, 12 ,4.77,4.46,4.25,4.46,4.39,,,,,,,,,,,,,,
40, 12 ,7.07,6.96,6.97,6.99,6.97,,,,,,,,,,,,,,
60, 12 ,9.74,9.48,9.35,9.40,9.41,,,,,,,,,,,,,,
80, 12 ,12.25,12.10,11.73,12.16,12.00,,,,,,,,,,,,,,
100, 12 ,12.98,12.73,12.72,12.48,12.64,,,,,,,,,,,,,,
