shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
100, 3 ,20.62,19.61,19.93,19.90,19.81,,,,100, 3 ,26.97,24.81,26.41,25.73,25.65,,,0.77,-5.84
1, 6 ,0.63,0.57,0.55,0.54,0.55,,,,1, 6 ,1.67,1.63,1.67,1.70,1.67,,,0.33,-1.12
5, 6 ,2.03,1.84,1.95,1.86,1.88,,,,5, 6 ,3.49,3.49,4.09,3.92,3.83,,,0.49,-1.95
10, 6 ,3.65,3.37,3.40,3.34,3.37,,,,10, 6 ,6.84,5.95,6.47,5.66,6.02,,,0.56,-2.65
20, 6 ,6.70,6.84,6.93,6.45,6.74,,,,20, 6 ,10.20,10.70,11.17,12.49,11.45,,,0.59,-4.71
40, 6 ,13.63,12.78,13.09,12.87,12.91,,,,40, 6 ,22.71,20.17,20.32,19.88,20.12,,,0.64,-7.21
60, 6 ,19.76,19.30,19.04,19.24,19.19,,,,60, 6 ,31.71,31.73,27.58,32.16,30.49,,,0.63,-11.30
80, 6 ,26.57,26.23,26.12,25.37,25.91,,,,80, 6 ,37.73,37.84,38.25,39.16,38.42,,,0.67,-12.51
100, 6 ,30.87,30.82,31.48,31.57,31.29,,,,100, 6 ,47.74,51.87,45.37,46.70,47.98,,,0.65,-16.69
1, 9 ,0.90,0.76,0.80,0.84,0.80,,,,1, 9 ,2.66,2.49,2.48,2.43,2.47,,,0.32,-1.67
5, 9 ,2.50,2.63,2.80,2.69,2.70,,,,5, 9 ,6.24,5.81,5.26,5.22,5.43,,,0.50,-2.73
10, 9 ,5.53,5.04,4.83,4.76,4.88,,,,10, 9 ,11.04,8.85,9.35,10.60,9.60,,,0.51,-4.72
20, 9 ,9.59,9.79,9.65,9.51,9.65,,,,20, 9 ,17.11,16.38,16.21,16.08,16.22,,,0.59,-6.57
40, 9 ,19.33,18.79,18.53,19.85,19.06,,,,40, 9 ,34.65,34.39,29.69,30.38,31.49,,,0.61,-12.43
60, 9 ,28.65,27.08,28.57,27.54,27.73,,,,60, 9 ,43.69,45.69,44.15,46.35,45.40,,,0.61,-17.67
80, 9 ,38.04,37.00,37.39,36.85,37.08,,,,80, 9 ,57.72,62.31,57.01,57.30,58.87,,,0.63,-21.79
100, 9 ,43.86,46.56,43.34,44.24,44.72,,,,100, 9 ,74.88,72.38,73.64,75.28,73.77,,,0.61,-29.05
1, 12 ,1.18,1.07,0.94,1.00,1.00,,,,1, 12 ,3.56,3.35,3.54,3.71,3.53,,,0.28,-2.53
5, 12 ,4.09,3.71,3.44,3.82,3.66,,,,5, 12 ,8.69,7.27,7.17,8.41,7.62,,,0.48,-3.96
10, 12 ,6.19,7.14,6.54,6.57,6.75,,,,10, 12 ,14.73,15.47,14.55,12.09,14.04,,,0.48,-7.29
20, 12 ,12.81,12.45,12.29,13.27,12.67,,,,20, 12 ,24.21,21.91,23.98,21.43,22.44,,,0.56,-9.77
40, 12 ,23.34,22.86,23.88,24.12,23.62,,,,40, 12 ,42.35,42.62,41.04,42.06,41.91,,,0.56,-18.29
60, 12 ,36.56,37.26,35.31,36.51,36.36,,,,60, 12 ,59.97,68.00,64.20,62.71,64.97,,,0.56,-28.61
80, 12 ,51.27,48.11,47.63,48.21,47.98,,,,80, 12 ,85.40,80.96,85.73,79.41,82.04,,,0.58,-34.06
100, 12 ,59.25,56.27,58.92,57.64,57.61,,,,100, 12 ,98.01,101.11,102.01,100.67,101.26,,,0.57,-43.65
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.32,0.29,0.29,0.30,0.30,,,,,,,,,,,,,,
5, 1 ,0.69,0.73,0.65,0.67,0.68,,,,,,,,,,,,,,
10, 1 ,1.26,1.13,1.12,1.13,1.13,,,,,,,,,,,,,,
20, 1 ,2.20,2.14,2.03,2.12,2.10,,,,,,,,,,,,,,
40, 1 ,4.03,3.93,4.02,4.02,3.99,,,,,,,,,,,,,,
60, 1 ,6.24,5.79,5.98,5.64,5.80,,,,,,,,,,,,,,
80, 1 ,7.96,7.89,7.56,7.48,7.64,,,,,,,,,,,,,,
100, 1 ,9.94,9.37,9.67,9.34,9.46,,,,,,,,,,,,,,
1, 3 ,0.89,0.87,0.81,0.83,0.84,,,,,,,,,,,,,,
5, 3 ,1.87,1.98,1.95,1.90,1.94,,,,,,,,,,,,,,
10, 3 ,3.19,3.22,3.29,3.27,3.26,,,,,,,,,,,,,,
20, 3 ,5.62,5.39,5.56,4.74,5.23,,,,,,,,,,,,,,
40, 3 ,9.42,9.74,10.21,9.48,9.81,,,,,,,,,,,,,,
60, 3 ,15.94,15.35,15.68,14.22,15.08,,,,,,,,,,,,,,
80, 3 ,18.60,18.97,19.37,19.19,19.17,,,,,,,,,,,,,,
100, 3 ,26.97,24.81,26.41,25.73,25.65,,,,,,,,,,,,,,
1, 6 ,1.67,1.63,1.67,1.70,1.67,,,,,,,,,,,,,,
5, 6 ,3.49,3.49,4.09,3.92,3.83,,,,,,,,,,,,,,
10, 6 ,6.84,5.95,6.47,5.66,6.02,,,,,,,,,,,,,,
20, 6 ,10.20,10.70,11.17,12.49,11.45,,,,,,,,,,,,,,
40, 6 ,22.71,20.17,20.32,19.88,20.12,,,,,,,,,,,,,,
60, 6 ,31.71,31.73,27.58,32.16,30.49,,,,,,,,,,,,,,
80, 6 ,37.73,37.84,38.25,39.16,38.42,,,,,,,,,,,,,,
100, 6 ,47.74,51.87,45.37,46.70,47.98,,,,,,,,,,,,,,
1, 9 ,2.66,2.49,2.48,2.43,2.47,,,,,,,,,,,,,,
5, 9 ,6.24,5.81,5.26,5.22,5.43,,,,,,,,,,,,,,
10, 9 ,11.04,8.85,9.35,10.60,9.60,,,,,,,,,,,,,,
20, 9 ,17.11,16.38,16.21,16.08,16.22,,,,,,,,,,,,,,
40, 9 ,34.65,34.39,29.69,30.38,31.49,,,,,,,,,,,,,,
60, 9 ,43.69,45.69,44.15,46.35,45.40,,,,,,,,,,,,,,
80, 9 ,57.72,62.31,57.01,57.30,58.87,,,,,,,,,,,,,,
100, 9 ,74.88,72.38,73.64,75.28,73.77,,,,,,,,,,,,,,
1, 12 ,3.56,3.35,3.54,3.71,3.53,,,,,,,,,,,,,,
5, 12 ,8.69,7.27,7.17,8.41,7.62,,,,,,,,,,,,,,
10, 12 ,14.73,15.47,14.55,12.09,14.04,,,,,,,,,,,,,,
20, 12 ,24.21,21.91,23.98,21.43,22.44,,,,,,,,,,,,,,
40, 12 ,42.35,42.62,41.04,42.06,41.91,,,,,,,,,,,,,,
60, 12 ,59.97,68.00,64.20,62.71,64.97,,,,,,,,,,,,,,
80, 12 ,85.40,80.96,85.73,79.41,82.04,,,,,,,,,,,,,,
100, 12 ,98.01,101.11,102.01,100.67,101.26,,,,,,,,,,,,,,
