shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
1, 1 ,0.42,0.21,0.21,0.21,0.21,,,,,,,,,,,,,,
5, 1 ,3.64,0.72,0.72,0.69,0.71,,,,,,,,,,,,,,
10, 1 ,7.63,1.37,1.35,1.35,1.36,,,,,,,,,,,,,,
20, 1 ,14.46,3.96,3.89,3.87,3.91,,,,,,,,,,,,,,
40, 1 ,30.55,7.99,7.81,7.82,7.87,,,,,,,,,,,,,,
60, 1 ,46.78,17.06,11.68,11.72,13.49,,,,,,,,,,,,,,
80, 1 ,71.61,37.34,15.66,15.57,22.86,,,,,,,,,,,,,,
100, 1 ,64.94,28.35,18.21,18.19,21.58,,,,,,,,,,,,,,
1, 3 ,0.45,0.30,0.31,0.31,0.31,,,,,,,,,,,,,,
5, 3 ,3.69,0.91,0.90,0.90,0.90,,,,,,,,,,,,,,
10, 3 ,7.37,1.66,1.67,1.64,1.66,,,,,,,,,,,,,,
20, 3 ,15.10,4.52,4.36,4.34,4.41,,,,,,,,,,,,,,
40, 3 ,30.62,13.64,8.79,8.75,10.39,,,,,,,,,,,,,,
60, 3 ,42.16,34.02,13.14,13.05,20.07,,,,,,,,,,,,,,
80, 3 ,74.59,46.26,17.50,17.40,27.05,,,,,,,,,,,,,,
100, 3 ,64.56,53.94,20.32,20.18,31.48,,,,,,,,,,,,,,
1, 6 ,0.61,0.47,0.48,0.48,0.48,,,,,,,,,,,,,,
5, 6 ,3.35,1.16,1.10,1.12,1.13,,,,,,,,,,,,,,
10, 6 ,7.60,1.93,1.91,1.96,1.93,,,,,,,,,,,,,,
20, 6 ,14.60,5.09,4.98,4.80,4.96,,,,,,,,,,,,,,
40, 6 ,30.10,9.61,9.51,9.45,9.53,,,,,,,,,,,,,,
60, 6 ,45.12,21.72,14.01,13.99,16.58,,,,,,,,,,,,,,
80, 6 ,75.03,66.03,18.70,18.61,34.45,,,,,,,,,,,,,,
100, 6 ,65.36,62.46,21.93,21.80,35.39,,,,,,,,,,,,,,
1, 9 ,0.84,0.73,0.68,0.74,0.71,,,,,,,,,,,,,,
5, 9 ,3.62,1.53,1.48,1.46,1.49,,,,,,,,,,,,,,
10, 9 ,7.07,2.42,2.41,2.36,2.40,,,,,,,,,,,,,,
20, 9 ,14.24,5.56,5.57,5.40,5.51,,,,,,,,,,,,,,
40, 9 ,29.72,10.95,10.64,10.68,10.76,,,,,,,,,,,,,,
60, 9 ,44.56,15.94,15.73,15.77,15.81,,,,,,,,,,,,,,
80, 9 ,74.65,57.56,20.90,20.90,33.12,,,,,,,,,,,,,,
100, 9 ,65.55,55.50,24.20,24.15,34.62,,,,,,,,,,,,,,
1, 12 ,1.03,0.88,0.90,0.89,0.89,,,,,,,,,,,,,,
5, 12 ,4.35,1.88,1.86,1.80,1.85,,,,,,,,,,,,,,
10, 12 ,8.23,2.92,2.88,2.90,2.90,,,,,,,,,,,,,,
20, 12 ,14.53,6.03,6.01,5.99,6.01,,,,,,,,,,,,,,
40, 12 ,31.01,26.66,11.69,11.66,16.67,,,,,,,,,,,,,,
60, 12 ,44.39,17.18,17.02,17.11,17.10,,,,,,,,,,,,,,
80, 12 ,74.40,57.89,22.66,22.68,34.41,,,,,,,,,,,,,,
100, 12 ,65.39,73.75,26.62,26.58,42.32,,,,,,,,,,,,,,
