shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
100, 3 ,103.14,88.63,78.47,75.07,80.72,,,,100, 3 ,89.19,62.62,24.73,24.84,37.40,,,2.16,43.32
1, 6 ,1.02,1.25,1.09,1.12,1.15,,,,1, 6 ,0.75,0.51,0.54,0.54,0.53,,,2.17,0.62
5, 6 ,5.79,4.65,4.80,4.95,4.80,,,,5, 6 ,5.69,1.37,1.32,1.37,1.35,,,3.56,3.45
10, 6 ,11.10,10.17,9.55,9.49,9.73,,,,10, 6 ,9.54,2.38,2.35,2.38,2.37,,,4.11,7.36
20, 6 ,24.11,16.95,20.41,17.89,18.41,,,,20, 6 ,20.14,8.12,6.19,6.07,6.80,,,2.71,11.61
40, 6 ,43.35,35.08,40.14,35.24,36.82,,,,40, 6 ,42.50,27.36,11.60,11.53,16.83,,,2.19,19.99
60, 6 ,61.19,54.90,59.53,45.56,53.33,,,,60, 6 ,64.67,46.15,17.13,17.08,26.79,,,1.99,26.54
80, 6 ,98.49,77.86,58.27,69.22,68.45,,,,80, 6 ,100.45,101.39,24.69,22.76,49.62,,,1.38,18.83
100, 6 ,102.05,89.66,83.52,82.24,85.14,,,,100, 6 ,89.66,72.95,26.90,26.75,42.20,,,2.02,42.94
1, 9 ,1.12,1.14,1.18,1.16,1.16,,,,1, 9 ,0.98,0.76,0.77,0.76,0.76,,,1.53,0.40
5, 9 ,6.59,4.71,4.84,3.83,4.46,,,,5, 9 ,6.16,1.67,1.70,1.70,1.69,,,2.64,2.77
10, 9 ,11.32,9.51,11.34,9.04,9.96,,,,10, 9 ,10.15,2.85,2.87,2.86,2.86,,,3.48,7.10
20, 9 ,22.05,18.55,18.56,18.46,18.52,,,,20, 9 ,19.90,11.11,6.75,6.69,8.18,,,2.26,10.34
40, 9 ,42.52,36.46,29.60,35.14,33.73,,,,40, 9 ,41.31,13.00,12.90,12.82,12.91,,,2.61,20.82
60, 9 ,62.60,65.75,43.90,54.62,54.76,,,,60, 9 ,65.03,52.70,19.16,19.05,30.30,,,1.81,24.46
80, 9 ,102.52,79.56,58.73,71.40,69.90,,,,80, 9 ,99.06,46.60,25.20,25.00,32.27,,,2.17,37.63
100, 9 ,94.03,100.76,70.08,79.69,83.51,,,,100, 9 ,89.01,88.13,30.26,29.74,49.37,,,1.69,34.14
1, 12 ,1.37,0.91,1.05,1.21,1.06,,,,1, 12 ,1.30,0.99,0.93,0.94,0.95,,,1.12,0.11
5, 12 ,5.93,4.91,4.31,5.02,4.75,,,,5, 12 ,5.29,2.00,2.00,1.97,1.99,,,2.39,2.76
10, 12 ,11.72,8.76,8.56,10.21,9.18,,,,10, 12 ,9.46,3.23,3.22,3.23,3.23,,,2.84,5.95
20, 12 ,22.54,17.45,18.51,17.61,17.85,,,,20, 12 ,22.94,10.45,7.46,7.26,8.39,,,2.13,9.46
40, 12 ,42.22,33.13,36.05,36.52,35.24,,,,40, 12 ,43.50,14.36,14.13,14.26,14.25,,,2.47,20.99
60, 12 ,62.35,48.70,48.80,52.86,50.12,,,,60, 12 ,64.42,52.05,21.05,20.87,31.32,,,1.60,18.80
80, 12 ,99.79,108.45,59.71,71.51,79.89,,,,80, 12 ,103.67,83.05,27.72,27.45,46.07,,,1.73,33.82
100, 12 ,92.63,100.24,80.12,92.72,91.03,,,,100, 12 ,89.90,59.49,30.88,30.76,40.38,,,2.25,50.65
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.55,0.25,0.26,0.24,0.25,,,,,,,,,,,,,,
5, 1 ,5.83,0.91,0.91,0.90,0.91,,,,,,,,,,,,,,
10, 1 ,10.17,1.73,1.72,1.73,1.73,,,,,,,,,,,,,,
20, 1 ,20.60,4.97,4.89,4.93,4.93,,,,,,,,,,,,,,
40, 1 ,41.24,13.72,9.80,9.70,11.07,,,,,,,,,,,,,,
60, 1 ,62.51,58.71,14.85,14.58,29.38,,,,,,,,,,,,,,
80, 1 ,103.65,85.86,19.52,19.43,41.60,,,,,,,,,,,,,,
100, 1 ,89.34,65.92,22.95,22.62,37.16,,,,,,,,,,,,,,
1, 3 ,0.52,0.36,0.35,0.36,0.36,,,,,,,,,,,,,,
5, 3 ,6.00,1.10,1.11,1.11,1.10,,,,,,,,,,,,,,
10, 3 ,10.77,2.06,2.00,2.05,2.04,,,,,,,,,,,,,,
20, 3 ,22.47,14.88,5.45,5.41,8.58,,,,,,,,,,,,,,
40, 3 ,41.73,19.91,10.72,10.73,13.79,,,,,,,,,,,,,,
60, 3 ,62.10,16.13,15.97,15.98,16.02,,,,,,,,,,,,,,
80, 3 ,103.09,60.68,21.38,21.30,34.45,,,,,,,,,,,,,,
100, 3 ,89.19,62.62,24.73,24.84,37.40,,,,,,,,,,,,,,
1, 6 ,0.75,0.51,0.54,0.54,0.53,,,,,,,,,,,,,,
5, 6 ,5.69,1.37,1.32,1.37,1.35,,,,,,,,,,,,,,
10, 6 ,9.54,2.38,2.35,2.38,2.37,,,,,,,,,,,,,,
20, 6 ,20.14,8.12,6.19,6.07,6.80,,,,,,,,,,,,,,
40, 6 ,42.50,27.36,11.60,11.53,16.83,,,,,,,,,,,,,,
60, 6 ,64.67,46.15,17.13,17.08,26.79,,,,,,,,,,,,,,
80, 6 ,100.45,101.39,24.69,22.76,49.62,,,,,,,,,,,,,,
100, 6 ,89.66,72.95,26.90,26.75,42.20,,,,,,,,,,,,,,
1, 9 ,0.98,0.76,0.77,0.76,0.76,,,,,,,,,,,,,,
5, 9 ,6.16,1.67,1.70,1.70,1.69,,,,,,,,,,,,,,
10, 9 ,10.15,2.85,2.87,2.86,2.86,,,,,,,,,,,,,,
20, 9 ,19.90,11.11,6.75,6.69,8.18,,,,,,,,,,,,,,
40, 9 ,41.31,13.00,12.90,12.82,12.91,,,,,,,,,,,,,,
60, 9 ,65.03,52.70,19.16,19.05,30.30,,,,,,,,,,,,,,
80, 9 ,99.06,46.60,25.20,25.00,32.27,,,,,,,,,,,,,,
100, 9 ,89.01,88.13,30.26,29.74,49.37,,,,,,,,,,,,,,
1, 12 ,1.30,0.99,0.93,0.94,0.95,,,,,,,,,,,,,,
5, 12 ,5.29,2.00,2.00,1.97,1.99,,,,,,,,,,,,,,
10, 12 ,9.46,3.23,3.22,3.23,3.23,,,,,,,,,,,,,,
20, 12 ,22.94,10.45,7.46,7.26,8.39,,,,,,,,,,,,,,
40, 12 ,43.50,14.36,14.13,14.26,14.25,,,,,,,,,,,,,,
60, 12 ,64.42,52.05,21.05,20.87,31.32,,,,,,,,,,,,,,
80, 12 ,103.67,83.05,27.72,27.45,46.07,,,,,,,,,,,,,,
100, 12 ,89.90,59.49,30.88,30.76,40.38,,,,,,,,,,,,,,
