shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
10, 12 ,9.87,9.69,9.50,9.70,9.63,,,,10, 12 ,20.45,17.44,20.87,20.55,19.62,,,0.49,-9.99
20, 12 ,17.19,16.37,16.95,17.07,16.80,,,,20, 12 ,37.10,31.08,31.73,31.36,31.39,,,0.54,-14.59
40, 12 ,35.14,33.79,31.82,32.70,32.77,,,,40, 12 ,59.13,65.41,60.56,56.74,60.90,,,0.54,-28.13
60, 12 ,49.95,47.15,48.47,50.01,48.54,,,,60, 12 ,84.11,81.37,85.71,80.78,82.62,,,0.59,-34.08
80, 12 ,67.06,63.17,65.45,64.01,64.21,,,,80, 12 ,112.03,107.77,113.22,109.85,110.28,,,0.58,-46.07
100, 12 ,79.09,77.24,75.41,77.29,76.65,,,,100, 12 ,135.65,135.58,134.96,132.50,134.35,,,0.57,-57.70
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.43,0.40,0.42,0.38,0.40,,,,,,,,,,,,,,
5, 1 ,0.94,0.90,0.94,0.95,0.93,,,,,,,,,,,,,,
10, 1 ,1.52,1.53,1.62,1.66,1.60,,,,,,,,,,,,,,
20, 1 ,2.79,2.79,2.70,2.79,2.76,,,,,,,,,,,,,,
40, 1 ,5.15,4.96,5.14,4.89,5.00,,,,,,,,,,,,,,
60, 1 ,7.60,7.17,6.95,7.35,7.16,,,,,,,,,,,,,,
80, 1 ,10.53,9.25,9.94,9.62,9.60,,,,,,,,,,,,,,
100, 1 ,12.86,11.90,11.81,11.86,11.86,,,,,,,,,,,,,,
1, 3 ,1.22,1.24,1.13,1.19,1.18,,,,,,,,,,,,,,
5, 3 ,2.73,2.58,2.51,2.66,2.58,,,,,,,,,,,,,,
10, 3 ,4.02,4.15,4.27,4.27,4.23,,,,,,,,,,,,,,
20, 3 ,7.36,7.24,7.21,7.57,7.34,,,,,,,,,,,,,,
40, 3 ,12.14,13.03,12.77,12.46,12.76,,,,,,,,,,,,,,
60, 3 ,19.54,18.47,20.83,17.71,19.00,,,,,,,,,,,,,,
80, 3 ,24.13,24.77,24.20,26.37,25.11,,,,,,,,,,,,,,
100, 3 ,32.58,27.70,28.72,26.63,27.68,,,,,,,,,,,,,,
1, 6 ,2.50,2.44,2.51,2.49,2.48,,,,,,,,,,,,,,
5, 6 ,4.94,5.49,5.04,4.95,5.16,,,,,,,,,,,,,,
10, 6 ,8.17,7.96,7.74,9.58,8.43,,,,,,,,,,,,,,
20, 6 ,14.82,14.18,16.23,17.58,16.00,,,,,,,,,,,,,,
40, 6 ,26.31,26.95,27.46,25.41,26.61,,,,,,,,,,,,,,
60, 6 ,40.01,37.83,38.32,37.98,38.04,,,,,,,,,,,,,,
80, 6 ,51.53,52.31,48.73,50.06,50.37,,,,,,,,,,,,,,
100, 6 ,63.89,60.97,62.12,65.50,62.87,,,,,,,,,,,,,,
1, 9 ,3.88,3.93,3.75,3.96,3.88,,,,,,,,,,,,,,
5, 9 ,7.81,8.90,8.98,9.03,8.97,,,,,,,,,,,,,,
10, 9 ,13.80,12.85,15.29,12.48,13.54,,,,,,,,,,,,,,
20, 9 ,21.99,22.12,22.98,24.05,23.05,,,,,,,,,,,,,,
40, 9 ,46.91,43.68,41.10,39.83,41.54,,,,,,,,,,,,,,
60, 9 ,59.58,59.20,59.09,58.76,59.02,,,,,,,,,,,,,,
80, 9 ,81.46,80.36,82.52,85.23,82.70,,,,,,,,,,,,,,
100, 9 ,101.78,98.88,97.45,95.31,97.21,,,,,,,,,,,,,,
1, 12 ,5.41,5.74,6.09,6.09,5.98,,,,,,,,,,,,,,
5, 12 ,11.39,12.93,11.23,11.97,12.04,,,,,,,,,,,,,,
10, 12 ,20.45,17.44,20.87,20.55,19.62,,,,,,,,,,,,,,
20, 12 ,37.10,31.08,31.73,31.36,31.39,,,,,,,,,,,,,,
40, 12 ,59.13,65.41,60.56,56.74,60.90,,,,,,,,,,,,,,
60, 12 ,84.11,81.37,85.71,80.78,82.62,,,,,,,,,,,,,,
80, 12 ,112.03,107.77,113.22,109.85,110.28,,,,,,,,,,,,,,
100, 12 ,135.65,135.58,134.96,132.50,134.35,,,,,,,,,,,,,,
