shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
80, 9 ,50.99,34.78,45.87,36.17,38.94,,,,80, 9 ,51.64,30.59,16.49,16.47,21.18,,,1.84,17.76
100, 9 ,58.29,54.64,39.59,40.03,44.75,,,,100, 9 ,45.22,28.35,19.61,19.62,22.53,,,1.99,22.22
1, 12 ,0.81,0.71,0.65,0.60,0.66,,,,1, 12 ,0.97,0.84,0.85,0.85,0.85,,,0.78,-0.19
5, 12 ,3.19,2.90,2.99,3.10,3.00,,,,5, 12 ,1.91,1.71,1.75,1.61,1.69,,,1.78,1.31
10, 12 ,5.91,5.72,6.27,6.11,6.03,,,,10, 12 ,4.51,2.73,2.69,2.73,2.72,,,2.22,3.31
20, 12 ,12.78,11.91,11.39,11.25,11.52,,,,20, 12 ,9.96,4.86,4.89,4.81,4.85,,,2.38,6.67
40, 12 ,21.56,22.20,25.26,23.01,23.49,,,,40, 12 ,21.10,9.57,9.56,9.60,9.58,,,2.45,13.91
60, 12 ,34.60,33.41,34.54,34.03,34.00,,,,60, 12 ,27.61,14.23,13.90,14.09,14.07,,,2.42,19.93
80, 12 ,51.12,43.63,48.97,36.67,43.09,,,,80, 12 ,50.99,31.53,18.47,18.47,22.83,,,1.89,20.26
100, 12 ,53.37,54.68,40.08,54.96,49.91,,,,100, 12 ,32.50,22.33,22.28,22.27,22.30,,,2.24,27.61
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.29,0.16,0.16,0.18,0.17,,,,,,,,,,,,,,
5, 1 ,1.43,0.55,0.54,0.53,0.54,,,,,,,,,,,,,,
10, 1 ,4.51,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
20, 1 ,10.66,2.72,2.62,2.62,2.65,,,,,,,,,,,,,,
40, 1 ,20.99,6.01,5.93,5.98,5.97,,,,,,,,,,,,,,
60, 1 ,25.05,8.99,8.88,8.86,8.91,,,,,,,,,,,,,,
80, 1 ,53.47,45.48,11.90,11.73,23.04,,,,,,,,,,,,,,
100, 1 ,35.64,14.02,13.93,13.88,13.95,,,,,,,,,,,,,,
1, 3 ,0.40,0.26,0.27,0.27,0.26,,,,,,,,,,,,,,
5, 3 ,1.60,0.71,0.74,0.71,0.72,,,,,,,,,,,,,,
10, 3 ,4.84,1.29,1.30,1.29,1.29,,,,,,,,,,,,,,
20, 3 ,10.75,3.10,3.10,3.08,3.09,,,,,,,,,,,,,,
40, 3 ,20.78,6.90,6.82,6.86,6.86,,,,,,,,,,,,,,
60, 3 ,30.47,17.29,10.30,10.20,12.60,,,,,,,,,,,,,,
80, 3 ,50.94,13.68,13.53,13.53,13.58,,,,,,,,,,,,,,
100, 3 ,42.48,28.38,15.89,15.87,20.05,,,,,,,,,,,,,,
1, 6 ,0.53,0.42,0.41,0.42,0.42,,,,,,,,,,,,,,
5, 6 ,1.44,0.95,0.92,1.00,0.96,,,,,,,,,,,,,,
10, 6 ,4.52,1.59,1.57,1.64,1.60,,,,,,,,,,,,,,
20, 6 ,9.96,3.53,3.40,3.40,3.44,,,,,,,,,,,,,,
40, 6 ,20.78,7.49,7.38,7.38,7.42,,,,,,,,,,,,,,
60, 6 ,25.23,13.66,10.96,10.98,11.87,,,,,,,,,,,,,,
80, 6 ,50.94,27.68,14.56,14.46,18.90,,,,,,,,,,,,,,
100, 6 ,39.79,34.54,17.11,16.87,22.84,,,,,,,,,,,,,,
1, 9 ,0.78,0.67,0.70,0.65,0.67,,,,,,,,,,,,,,
5, 9 ,2.05,1.40,1.32,1.34,1.35,,,,,,,,,,,,,,
10, 9 ,4.51,2.14,2.21,2.24,2.20,,,,,,,,,,,,,,
20, 9 ,9.95,4.26,4.10,4.10,4.16,,,,,,,,,,,,,,
40, 9 ,21.51,8.54,8.48,8.49,8.50,,,,,,,,,,,,,,
60, 9 ,25.30,15.09,12.51,12.46,13.35,,,,,,,,,,,,,,
80, 9 ,51.64,30.59,16.49,16.47,21.18,,,,,,,,,,,,,,
100, 9 ,45.22,28.35,19.61,19.62,22.53,,,,,,,,,,,,,,
1, 12 ,0.97,0.84,0.85,0.85,0.85,,,,,,,,,,,,,,
5, 12 ,1.91,1.71,1.75,1.61,1.69,,,,,,,,,,,,,,
10, 12 ,4.51,2.73,2.69,2.73,2.72,,,,,,,,,,,,,,
20, 12 ,9.96,4.86,4.89,4.81,4.85,,,,,,,,,,,,,,
40, 12 ,21.10,9.57,9.56,9.60,9.58,,,,,,,,,,,,,,
60, 12 ,27.61,14.23,13.90,14.09,14.07,,,,,,,,,,,,,,
80, 12 ,50.99,31.53,18.47,18.47,22.83,,,,,,,,,,,,,,
100, 12 ,32.50,22.33,22.28,22.27,22.30,,,,,,,,,,,,,,
