shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
5, 9 ,0.83,0.81,0.80,0.84,0.82,,,,5, 9 ,1.16,1.10,1.04,1.11,1.08,,,0.76,-0.26
10, 9 ,1.70,1.55,1.79,1.57,1.64,,,,10, 9 ,1.84,1.68,1.80,1.65,1.71,,,0.96,-0.07
20, 9 ,3.10,3.12,2.95,3.00,3.02,,,,20, 9 ,3.44,2.82,2.85,2.82,2.83,,,1.07,0.19
40, 9 ,6.56,6.40,6.32,6.15,6.29,,,,40, 9 ,5.36,5.34,5.22,5.07,5.21,,,1.21,1.08
60, 9 ,10.26,8.82,9.56,8.99,9.12,,,,60, 9 ,7.75,7.80,7.51,7.35,7.55,,,1.21,1.57
80, 9 ,12.67,12.47,11.42,12.04,11.98,,,,80, 9 ,10.56,10.53,10.79,9.92,10.41,,,1.15,1.57
100, 9 ,13.64,12.34,12.62,12.94,12.64,,,,100, 9 ,13.32,12.10,12.15,12.54,12.26,,,1.03,0.38
1, 12 ,0.22,0.22,0.23,0.24,0.23,,,,1, 12 ,0.76,0.77,0.75,0.75,0.76,,,0.30,-0.53
5, 12 ,0.80,0.77,0.85,0.75,0.79,,,,5, 12 ,1.40,1.44,1.50,1.33,1.42,,,0.56,-0.63
10, 12 ,1.77,1.64,1.53,1.57,1.58,,,,10, 12 ,2.19,2.18,2.07,2.12,2.12,,,0.75,-0.54
20, 12 ,2.93,3.05,3.18,3.08,3.10,,,,20, 12 ,3.78,3.82,3.87,3.78,3.82,,,0.81,-0.72
40, 12 ,6.01,6.31,6.51,6.22,6.35,,,,40, 12 ,6.63,7.11,5.96,6.16,6.41,,,0.99,-0.06
60, 12 ,9.51,9.25,8.72,9.11,9.03,,,,60, 12 ,9.29,9.31,10.09,10.02,9.81,,,0.92,-0.78
80, 12 ,12.27,11.88,11.48,11.77,11.71,,,,80, 12 ,14.18,12.52,12.91,12.53,12.65,,,0.93,-0.94
100, 12 ,13.16,12.39,13.05,12.77,12.74,,,,100, 12 ,15.93,14.23,15.34,14.90,14.82,,,0.86,-2.08
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.12,0.11,0.11,0.11,0.11,,,,,,,,,,,,,,
5, 1 ,0.31,0.29,0.28,0.29,0.29,,,,,,,,,,,,,,
10, 1 ,0.54,0.47,0.52,0.51,0.50,,,,,,,,,,,,,,
20, 1 ,0.99,0.90,0.88,0.89,0.89,,,,,,,,,,,,,,
40, 1 ,1.85,1.65,1.74,1.59,1.66,,,,,,,,,,,,,,
60, 1 ,2.64,2.49,2.45,2.49,2.47,,,,,,,,,,,,,,
80, 1 ,3.49,3.39,3.14,3.24,3.25,,,,,,,,,,,,,,
100, 1 ,4.26,4.19,3.94,4.19,4.10,,,,,,,,,,,,,,
1, 3 ,0.22,0.20,0.20,0.20,0.20,,,,,,,,,,,,,,
5, 3 ,0.54,0.51,0.47,0.51,0.50,,,,,,,,,,,,,,
10, 3 ,0.88,0.85,0.83,0.87,0.85,,,,,,,,,,,,,,
20, 3 ,1.71,1.51,1.46,1.44,1.47,,,,,,,,,,,,,,
40, 3 ,3.03,2.80,2.86,2.85,2.84,,,,,,,,,,,,,,
60, 3 ,4.63,4.49,4.20,4.15,4.28,,,,,,,,,,,,,,
80, 3 ,6.03,5.65,5.85,5.89,5.80,,,,,,,,,,,,,,
100, 3 ,6.99,6.93,7.31,7.15,7.13,,,,,,,,,,,,,,
1, 6 ,0.39,0.36,0.38,0.36,0.37,,,,,,,,,,,,,,
5, 6 ,0.80,0.74,0.73,0.76,0.74,,,,,,,,,,,,,,
10, 6 ,1.19,1.18,1.21,1.13,1.17,,,,,,,,,,,,,,
20, 6 ,2.18,2.08,2.21,2.13,2.14,,,,,,,,,,,,,,
40, 6 ,4.33,3.78,3.92,4.06,3.92,,,,,,,,,,,,,,
60, 6 ,5.85,5.50,5.76,5.35,5.54,,,,,,,,,,,,,,
80, 6 ,7.18,7.47,7.09,7.62,7.39,,,,,,,,,,,,,,
100, 6 ,9.48,9.47,9.64,8.85,9.32,,,,,,,,,,,,,,
1, 9 ,0.62,0.61,0.60,0.59,0.60,,,,,,,,,,,,,,
5, 9 ,1.16,1.10,1.04,1.11,1.08,,,,,,,,,,,,,,
10, 9 ,1.84,1.68,1.80,1.65,1.71,,,,,,,,,,,,,,
20, 9 ,3.44,2.82,2.85,2.82,2.83,,,,,,,,,,,,,,
40, 9 ,5.36,5.34,5.22,5.07,5.21,,,,,,,,,,,,,,
60, 9 ,7.75,7.80,7.51,7.35,7.55,,,,,,,,,,,,,,
80, 9 ,10.56,10.53,10.79,9.92,10.41,,,,,,,,,,,,,,
100, 9 ,13.32,12.10,12.15,12.54,12.26,,,,,,,,,,,,,,
1, 12 ,0.76,0.77,0.75,0.75,0.76,,,,,,,,,,,,,,
5, 12 ,1.40,1.44,1.50,1.33,1.42,,,,,,,,,,,,,,
10, 12 ,2.19,2.18,2.07,2.12,2.12,,,,,,,,,,,,,,
20, 12 ,3.78,3.82,3.87,3.78,3.82,,,,,,,,,,,,,,
40, 12 ,6.63,7.11,5.96,6.16,6.41,,,,,,,,,,,,,,
60, 12 ,9.29,9.31,10.09,10.02,9.81,,,,,,,,,,,,,,
80, 12 ,14.18,12.52,12.91,12.53,12.65,,,,,,,,,,,,,,
100, 12 ,15.93,14.23,15.34,14.90,14.82,,,,,,,,,,,,,,
