shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
100, 9 ,15.75,15.22,15.11,14.96,15.10,,,,100, 9 ,16.04,14.89,16.17,15.84,15.63,,,0.97,-0.53
1, 12 ,0.26,0.29,0.26,0.27,0.27,,,,1, 12 ,1.00,0.96,0.98,0.97,0.97,,,0.28,-0.70
5, 12 ,1.01,0.98,0.90,0.97,0.95,,,,5, 12 ,1.79,1.94,1.83,1.79,1.85,,,0.51,-0.90
10, 12 ,2.05,1.87,1.95,1.84,1.89,,,,10, 12 ,3.03,2.94,2.88,2.71,2.84,,,0.67,-0.95
20, 12 ,3.82,3.85,3.72,3.52,3.70,,,,20, 12 ,5.52,4.58,4.81,4.56,4.65,,,0.80,-0.95
40, 12 ,7.58,7.16,7.15,7.11,7.14,,,,40, 12 ,9.38,8.08,9.38,8.08,8.51,,,0.84,-1.37
60, 12 ,10.59,10.56,10.72,11.06,10.78,,,,60, 12 ,12.31,12.06,11.46,12.14,11.89,,,0.91,-1.11
80, 12 ,14.63,13.59,13.99,14.39,13.99,,,,80, 12 ,16.47,16.91,15.97,17.30,16.73,,,0.84,-2.74
100, 12 ,15.44,16.41,15.83,15.57,15.94,,,,100, 12 ,21.96,17.64,18.81,20.25,18.90,,,0.84,-2.96
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.14,0.12,0.12,0.13,0.12,,,,,,,,,,,,,,
5, 1 ,0.35,0.31,0.31,0.31,0.31,,,,,,,,,,,,,,
10, 1 ,0.59,0.54,0.56,0.54,0.55,,,,,,,,,,,,,,
20, 1 ,1.08,1.03,1.03,1.05,1.04,,,,,,,,,,,,,,
40, 1 ,2.03,1.78,1.76,1.76,1.77,,,,,,,,,,,,,,
60, 1 ,2.94,2.75,2.75,2.65,2.71,,,,,,,,,,,,,,
80, 1 ,3.68,3.81,3.46,3.68,3.65,,,,,,,,,,,,,,
100, 1 ,4.64,4.65,4.50,4.42,4.53,,,,,,,,,,,,,,
1, 3 ,0.26,0.24,0.24,0.24,0.24,,,,,,,,,,,,,,
5, 3 ,0.62,0.62,0.59,0.58,0.60,,,,,,,,,,,,,,
10, 3 ,1.06,1.02,0.97,1.08,1.02,,,,,,,,,,,,,,
20, 3 ,1.85,1.82,1.86,1.87,1.85,,,,,,,,,,,,,,
40, 3 ,3.56,3.48,3.55,3.33,3.46,,,,,,,,,,,,,,
60, 3 ,5.38,5.14,4.76,5.19,5.03,,,,,,,,,,,,,,
80, 3 ,7.20,6.52,6.59,6.58,6.56,,,,,,,,,,,,,,
100, 3 ,8.77,8.47,8.17,8.00,8.21,,,,,,,,,,,,,,
1, 6 ,0.48,0.47,0.49,0.47,0.48,,,,,,,,,,,,,,
5, 6 ,0.93,0.93,0.93,0.84,0.90,,,,,,,,,,,,,,
10, 6 ,1.60,1.52,1.58,1.48,1.53,,,,,,,,,,,,,,
20, 6 ,2.82,2.42,2.60,2.92,2.65,,,,,,,,,,,,,,
40, 6 ,4.94,4.67,4.94,4.74,4.78,,,,,,,,,,,,,,
60, 6 ,7.22,7.22,7.06,6.80,7.03,,,,,,,,,,,,,,
80, 6 ,9.48,9.84,10.34,9.22,9.80,,,,,,,,,,,,,,
100, 6 ,12.01,11.68,10.86,11.07,11.20,,,,,,,,,,,,,,
1, 9 ,0.74,0.72,0.75,0.75,0.74,,,,,,,,,,,,,,
5, 9 ,1.41,1.39,1.38,1.30,1.36,,,,,,,,,,,,,,
10, 9 ,2.16,2.15,2.02,2.31,2.16,,,,,,,,,,,,,,
20, 9 ,3.74,3.93,4.03,3.38,3.78,,,,,,,,,,,,,,
40, 9 ,6.79,5.94,6.76,6.35,6.35,,,,,,,,,,,,,,
60, 9 ,10.46,10.62,9.73,10.25,10.20,,,,,,,,,,,,,,
80, 9 ,14.05,11.55,13.14,13.27,12.65,,,,,,,,,,,,,,
100, 9 ,16.04,14.89,16.17,15.84,15.63,,,,,,,,,,,,,,
1, 12 ,1.00,0.96,0.98,0.97,0.97,,,,,,,,,,,,,,
5, 12 ,1.79,1.94,1.83,1.79,1.85,,,,,,,,,,,,,,
10, 12 ,3.03,2.94,2.88,2.71,2.84,,,,,,,,,,,,,,
20, 12 ,5.52,4.58,4.81,4.56,4.65,,,,,,,,,,,,,,
40, 12 ,9.38,8.08,9.38,8.08,8.51,,,,,,,,,,,,,,
60, 12 ,12.31,12.06,11.46,12.14,11.89,,,,,,,,,,,,,,
80, 12 ,16.47,16.91,15.97,17.30,16.73,,,,,,,,,,,,,,
100, 12 ,21.96,17.64,18.81,20.25,18.90,,,,,,,,,,,,,,
