shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
20, 9 ,3.74,3.56,3.61,3.80,3.65,,,,20, 9 ,3.32,3.19,2.92,3.03,3.05,,,1.20,0.60
40, 9 ,7.62,6.73,6.76,6.73,6.74,,,,40, 9 ,6.23,6.02,6.25,5.70,5.99,,,1.13,0.75
60, 9 ,10.62,10.74,11.07,10.47,10.76,,,,60, 9 ,8.66,8.56,8.73,8.65,8.65,,,1.24,2.11
80, 9 ,15.09,13.82,14.15,14.38,14.12,,,,80, 9 ,11.57,11.69,10.83,10.66,11.06,,,1.28,3.06
100, 9 ,15.71,14.92,15.54,15.15,15.20,,,,100, 9 ,14.53,13.70,14.30,14.28,14.09,,,1.08,1.11
1, 12 ,0.26,0.23,0.29,0.26,0.26,,,,1, 12 ,0.81,0.79,0.79,0.80,0.79,,,0.33,-0.53
5, 12 ,0.99,0.96,1.09,0.92,0.99,,,,5, 12 ,1.60,1.45,1.47,1.37,1.43,,,0.69,-0.44
10, 12 ,1.88,1.92,1.78,1.77,1.83,,,,10, 12 ,2.10,2.43,2.23,2.41,2.36,,,0.78,-0.53
20, 12 ,3.82,3.71,3.47,3.57,3.59,,,,20, 12 ,3.64,3.67,3.74,4.24,3.88,,,0.93,-0.29
40, 12 ,7.46,7.23,7.02,6.66,6.97,,,,40, 12 ,7.16,6.84,7.25,6.66,6.92,,,1.01,0.05
60, 12 ,10.90,10.54,10.58,10.07,10.40,,,,60, 12 ,11.57,10.58,10.56,10.46,10.53,,,0.99,-0.13
80, 12 ,14.62,14.15,13.73,13.88,13.92,,,,80, 12 ,14.06,14.34,14.14,14.06,14.18,,,0.98,-0.26
100, 12 ,15.83,15.13,15.90,15.86,15.63,,,,100, 12 ,17.80,17.16,17.59,17.38,17.38,,,0.90,-1.75
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.12,0.11,0.10,0.11,0.11,,,,,,,,,,,,,,
5, 1 ,0.35,0.28,0.30,0.32,0.30,,,,,,,,,,,,,,
10, 1 ,0.59,0.49,0.51,0.48,0.50,,,,,,,,,,,,,,
20, 1 ,1.13,0.96,0.92,0.96,0.95,,,,,,,,,,,,,,
40, 1 ,2.16,1.75,1.79,1.83,1.79,,,,,,,,,,,,,,
60, 1 ,3.15,2.51,2.61,2.54,2.55,,,,,,,,,,,,,,
80, 1 ,4.16,3.78,3.78,3.78,3.78,,,,,,,,,,,,,,
100, 1 ,5.21,5.15,5.19,5.12,5.15,,,,,,,,,,,,,,
1, 3 ,0.22,0.21,0.20,0.21,0.21,,,,,,,,,,,,,,
5, 3 ,0.57,0.53,0.50,0.54,0.52,,,,,,,,,,,,,,
10, 3 ,1.03,0.89,0.87,0.83,0.86,,,,,,,,,,,,,,
20, 3 ,1.74,1.69,1.64,1.72,1.68,,,,,,,,,,,,,,
40, 3 ,3.30,3.13,3.18,3.22,3.18,,,,,,,,,,,,,,
60, 3 ,4.98,4.48,4.53,4.54,4.52,,,,,,,,,,,,,,
80, 3 ,6.32,6.20,6.14,6.28,6.21,,,,,,,,,,,,,,
100, 3 ,7.91,7.90,7.97,8.11,7.99,,,,,,,,,,,,,,
1, 6 ,0.40,0.35,0.37,0.38,0.37,,,,,,,,,,,,,,
5, 6 ,0.84,0.78,0.78,0.79,0.79,,,,,,,,,,,,,,
10, 6 ,1.29,1.33,1.23,1.23,1.26,,,,,,,,,,,,,,
20, 6 ,2.33,2.17,2.28,2.32,2.25,,,,,,,,,,,,,,
40, 6 ,4.34,4.17,4.14,4.11,4.14,,,,,,,,,,,,,,
60, 6 ,6.17,6.04,6.15,5.79,5.99,,,,,,,,,,,,,,
80, 6 ,8.18,8.30,7.84,8.38,8.18,,,,,,,,,,,,,,
100, 6 ,10.21,10.06,10.16,10.28,10.17,,,,,,,,,,,,,,
1, 9 ,0.62,0.61,0.62,0.60,0.61,,,,,,,,,,,,,,
5, 9 ,1.22,1.12,1.16,1.17,1.15,,,,,,,,,,,,,,
10, 9 ,1.93,1.70,1.76,1.84,1.76,,,,,,,,,,,,,,
20, 9 ,3.32,3.19,2.92,3.03,3.05,,,,,,,,,,,,,,
40, 9 ,6.23,6.02,6.25,5.70,5.99,,,,,,,,,,,,,,
60, 9 ,8.66,8.56,8.73,8.65,8.65,,,,,,,,,,,,,,
80, 9 ,11.57,11.69,10.83,10.66,11.06,,,,,,,,,,,,,,
100, 9 ,14.53,13.70,14.30,14.28,14.09,,,,,,,,,,,,,,
1, 12 ,0.81,0.79,0.79,0.80,0.79,,,,,,,,,,,,,,
5, 12 ,1.60,1.45,1.47,1.37,1.43,,,,,,,,,,,,,,
10, 12 ,2.10,2.43,2.23,2.41,2.36,,,,,,,,,,,,,,
20, 12 ,3.64,3.67,3.74,4.24,3.88,,,,,,,,,,,,,,
40, 12 ,7.16,6.84,7.25,6.66,6.92,,,,,,,,,,,,,,
60, 12 ,11.57,10.58,10.56,10.46,10.53,,,,,,,,,,,,,,
80, 12 ,14.06,14.34,14.14,14.06,14.18,,,,,,,,,,,,,,
100, 12 ,17.80,17.16,17.59,17.38,17.38,,,,,,,,,,,,,,
