shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
10, 6 ,1.52,1.44,1.26,1.27,1.32,,,,10, 6 ,1.08,0.91,0.96,0.92,0.93,,,1.42,0.39
20, 6 ,3.04,2.66,2.69,2.53,2.63,,,,20, 6 ,1.88,1.63,1.58,1.76,1.66,,,1.58,0.97
40, 6 ,5.88,5.72,5.71,5.71,5.71,,,,40, 6 ,3.52,3.58,3.54,3.57,3.57,,,1.60,2.14
60, 6 ,9.47,8.80,8.98,8.81,8.86,,,,60, 6 ,5.19,5.18,5.15,5.15,5.16,,,1.72,3.70
80, 6 ,12.04,11.98,11.67,12.55,12.07,,,,80, 6 ,6.74,6.71,6.78,6.76,6.75,,,1.79,5.32
100, 6 ,15.09,14.29,14.07,14.11,14.15,,,,100, 6 ,7.96,7.98,7.95,7.94,7.96,,,1.78,6.19
1, 9 ,0.22,0.20,0.20,0.21,0.20,,,,1, 9 ,0.56,0.53,0.50,0.51,0.51,,,0.39,-0.31
5, 9 ,0.91,0.79,0.71,0.76,0.75,,,,5, 9 ,0.90,0.79,0.87,0.82,0.83,,,0.90,-0.08
10, 9 ,1.55,1.43,1.46,1.48,1.46,,,,10, 9 ,1.41,1.39,1.29,1.34,1.34,,,1.09,0.12
20, 9 ,3.24,2.95,2.89,2.83,2.89,,,,20, 9 ,2.36,2.25,2.28,2.38,2.30,,,1.26,0.59
40, 9 ,6.11,5.97,5.91,6.61,6.16,,,,40, 9 ,4.30,4.25,4.29,4.25,4.27,,,1.44,1.89
60, 9 ,9.89,9.93,9.90,9.46,9.76,,,,60, 9 ,6.14,6.19,6.18,6.43,6.27,,,1.56,3.49
80, 9 ,12.32,13.20,13.19,12.40,12.93,,,,80, 9 ,7.98,8.00,8.02,8.05,8.02,,,1.61,4.91
100, 9 ,15.27,14.95,15.13,15.81,15.30,,,,100, 9 ,9.53,9.61,9.61,9.60,9.61,,,1.59,5.69
1, 12 ,0.26,0.22,0.21,0.20,0.21,,,,1, 12 ,0.74,0.71,0.74,0.71,0.72,,,0.29,-0.51
5, 12 ,0.90,0.76,0.73,0.78,0.76,,,,5, 12 ,1.10,1.10,1.10,1.07,1.09,,,0.70,-0.33
10, 12 ,1.64,1.51,1.51,1.40,1.47,,,,10, 12 ,1.70,1.61,1.68,1.77,1.69,,,0.87,-0.22
20, 12 ,3.09,2.85,2.96,2.86,2.89,,,,20, 12 ,2.81,2.74,2.77,2.85,2.78,,,1.04,0.11
40, 12 ,6.67,6.03,6.82,6.91,6.59,,,,40, 12 ,5.03,5.27,5.04,5.01,5.11,,,1.29,1.48
60, 12 ,10.08,9.44,9.97,9.74,9.71,,,,60, 12 ,7.29,7.44,7.16,7.06,7.22,,,1.34,2.49
80, 12 ,13.15,12.54,12.54,13.41,12.83,,,,80, 12 ,9.48,9.43,9.66,9.56,9.55,,,1.34,3.28
100, 12 ,0.01,0.01,0.01,0.01,0.01,,,,100, 12 ,0.01,0.01,0.01,0.01,0.01,,,1.00,0.00
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.11,0.10,0.08,0.09,0.09,,,,,,,,,,,,,,
5, 1 ,0.38,0.24,0.24,0.25,0.24,,,,,,,,,,,,,,
10, 1 ,0.70,0.45,0.46,0.45,0.45,,,,,,,,,,,,,,
20, 1 ,1.37,0.87,0.89,0.87,0.88,,,,,,,,,,,,,,
40, 1 ,2.65,2.62,2.65,2.63,2.63,,,,,,,,,,,,,,
60, 1 ,3.92,3.95,3.90,3.88,3.91,,,,,,,,,,,,,,
80, 1 ,5.24,5.16,5.16,5.18,5.17,,,,,,,,,,,,,,
100, 1 ,5.92,5.92,5.94,5.92,5.93,,,,,,,,,,,,,,
1, 3 ,0.22,0.20,0.18,0.19,0.19,,,,,,,,,,,,,,
5, 3 ,0.48,0.38,0.39,0.39,0.39,,,,,,,,,,,,,,
10, 3 ,0.86,0.69,0.64,0.64,0.65,,,,,,,,,,,,,,
20, 3 ,1.62,1.18,1.22,1.19,1.20,,,,,,,,,,,,,,
40, 3 ,3.13,3.08,3.07,3.11,3.09,,,,,,,,,,,,,,
60, 3 ,4.57,4.56,4.57,4.59,4.57,,,,,,,,,,,,,,
80, 3 ,6.04,6.04,6.04,6.08,6.06,,,,,,,,,,,,,,
100, 3 ,7.08,7.09,7.11,7.08,7.09,,,,,,,,,,,,,,
1, 6 ,0.37,0.38,0.36,0.36,0.37,,,,,,,,,,,,,,
5, 6 ,0.71,0.55,0.57,0.60,0.57,,,,,,,,,,,,,,
10, 6 ,1.08,0.91,0.96,0.92,0.93,,,,,,,,,,,,,,
20, 6 ,1.88,1.63,1.58,1.76,1.66,,,,,,,,,,,,,,
40, 6 ,3.52,3.58,3.54,3.57,3.57,,,,,,,,,,,,,,
60, 6 ,5.19,5.18,5.15,5.15,5.16,,,,,,,,,,,,,,
80, 6 ,6.74,6.71,6.78,6.76,6.75,,,,,,,,,,,,,,
100, 6 ,7.96,7.98,7.95,7.94,7.96,,,,,,,,,,,,,,
1, 9 ,0.56,0.53,0.50,0.51,0.51,,,,,,,,,,,,,,
5, 9 ,0.90,0.79,0.87,0.82,0.83,,,,,,,,,,,,,,
10, 9 ,1.41,1.39,1.29,1.34,1.34,,,,,,,,,,,,,,
20, 9 ,2.36,2.25,2.28,2.38,2.30,,,,,,,,,,,,,,
40, 9 ,4.30,4.25,4.29,4.25,4.27,,,,,,,,,,,,,,
60, 9 ,6.14,6.19,6.18,6.43,6.27,,,,,,,,,,,,,,
80, 9 ,7.98,8.00,8.02,8.05,8.02,,,,,,,,,,,,,,
100, 9 ,9.53,9.61,9.61,9.60,9.61,,,,,,,,,,,,,,
1, 12 ,0.74,0.71,0.74,0.71,0.72,,,,,,,,,,,,,,
5, 12 ,1.10,1.10,1.10,1.07,1.09,,,,,,,,,,,,,,
10, 12 ,1.70,1.61,1.68,1.77,1.69,,,,,,,,,,,,,,
20, 12 ,2.81,2.74,2.77,2.85,2.78,,,,,,,,,,,,,,
40, 12 ,5.03,5.27,5.04,5.01,5.11,,,,,,,,,,,,,,
60, 12 ,7.29,7.44,7.16,7.06,7.22,,,,,,,,,,,,,,
80, 12 ,9.48,9.43,9.66,9.56,9.55,,,,,,,,,,,,,,
100, 12 ,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,
