shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
20, 12 ,1.81,1.89,1.86,1.76,1.84,,,,20, 12 ,5.04,4.65,4.51,4.45,4.54,,,0.41,-2.70
40, 12 ,3.61,3.46,3.42,3.50,3.46,,,,40, 12 ,7.25,7.02,7.03,6.96,7.00,,,0.49,-3.54
60, 12 ,5.56,5.42,5.20,5.28,5.30,,,,60, 12 ,9.89,9.40,9.36,9.24,9.33,,,0.57,-4.03
80, 12 ,7.19,6.92,6.78,6.90,6.87,,,,80, 12 ,12.19,11.87,11.59,12.01,11.82,,,0.58,-4.95
100, 12 ,8.48,8.37,8.70,8.41,8.49,,,,100, 12 ,13.04,12.63,12.49,12.55,12.56,,,0.68,-4.07
broadcast, , , , , , avg,,,,,,,,,,,,,,
1, 1 ,0.20,0.19,0.20,0.19,0.19,,,,,,,,,,,,,,
5, 1 ,0.32,0.29,0.31,0.29,0.30,,,,,,,,,,,,,,
10, 1 ,0.41,0.43,0.40,0.41,0.41,,,,,,,,,,,,,,
20, 1 ,0.64,0.59,0.61,0.69,0.63,,,,,,,,,,,,,,
40, 1 ,1.27,1.08,1.14,1.18,1.13,,,,,,,,,,,,,,
60, 1 ,1.72,1.67,1.66,1.54,1.62,,,,,,,,,,,,,,
80, 1 ,2.54,2.07,2.10,2.06,2.08,,,,,,,,,,,,,,
100, 1 ,2.84,2.46,2.35,2.55,2.45,,,,,,,,,,,,,,
1, 3 ,0.54,0.55,0.56,0.54,0.55,,,,,,,,,,,,,,
5, 3 ,0.76,0.72,0.74,0.66,0.71,,,,,,,,,,,,,,
10, 3 ,0.98,0.98,0.93,1.02,0.97,,,,,,,,,,,,,,
20, 3 ,1.65,1.46,1.45,1.38,1.43,,,,,,,,,,,,,,
40, 3 ,2.53,2.34,2.43,2.37,2.38,,,,,,,,,,,,,,
60, 3 ,3.52,3.22,3.29,3.19,3.23,,,,,,,,,,,,,,
80, 3 ,4.54,4.14,3.93,3.86,3.98,,,,,,,,,,,,,,
100, 3 ,4.94,4.47,4.36,4.23,4.35,,,,,,,,,,,,,,
1, 6 ,1.08,1.06,1.05,1.03,1.05,,,,,,,,,,,,,,
5, 6 ,1.23,1.30,1.28,1.33,1.30,,,,,,,,,,,,,,
10, 6 ,1.58,1.74,1.72,1.74,1.74,,,,,,,,,,,,,,
20, 6 ,2.51,2.45,2.40,2.54,2.47,,,,,,,,,,,,,,
40, 6 ,3.79,3.59,3.86,3.69,3.71,,,,,,,,,,,,,,
60, 6 ,4.96,5.16,4.95,4.92,5.01,,,,,,,,,,,,,,
80, 6 ,6.55,6.39,6.19,6.16,6.25,,,,,,,,,,,,,,
100, 6 ,7.52,6.83,6.74,6.71,6.76,,,,,,,,,,,,,,
1, 9 ,1.56,1.54,1.50,1.55,1.53,,,,,,,,,,,,,,
5, 9 ,1.97,1.91,1.97,1.99,1.96,,,,,,,,,,,,,,
10, 9 ,2.47,2.41,2.53,2.48,2.47,,,,,,,,,,,,,,
20, 9 ,3.46,3.47,3.40,3.39,3.42,,,,,,,,,,,,,,
40, 9 ,5.38,5.47,5.43,5.54,5.48,,,,,,,,,,,,,,
60, 9 ,7.55,7.43,7.15,7.11,7.23,,,,,,,,,,,,,,
80, 9 ,9.87,9.20,9.02,8.91,9.05,,,,,,,,,,,,,,
100, 9 ,10.27,9.81,9.74,9.79,9.78,,,,,,,,,,,,,,
1, 12 ,2.07,2.08,2.01,2.02,2.04,,,,,,,,,,,,,,
5, 12 ,2.59,2.63,2.53,2.53,2.56,,,,,,,,,,,,,,
10, 12 ,3.25,3.43,3.35,3.47,3.42,,,,,,,,,,,,,,
20, 12 ,5.04,4.65,4.51,4.45,4.54,,,,,,,,,,,,,,
40, 12 ,7.25,7.02,7.03,6.96,7.00,,,,,,,,,,,,,,
60, 12 ,9.89,9.40,9.36,9.24,9.33,,,,,,,,,,,,,,
80, 12 ,12.19,11.87,11.59,12.01,11.82,,,,,,,,,,,,,,
100, 12 ,13.04,12.63,12.49,12.55,12.56,,,,,,,,,,,,,,
