shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
1, 1 ,0.15,0.10,0.10,0.10,0.10,,,,1, 1 ,0.08,0.07,0.09,0.07,0.08,,,1.25,0.02
5, 1 ,0.47,0.37,0.37,0.38,0.37,,,,5, 1 ,0.23,0.18,0.18,0.17,0.18,,,2.06,0.19
10, 1 ,0.91,0.69,0.73,0.70,0.71,,,,10, 1 ,0.40,0.30,0.31,0.30,0.30,,,2.37,0.41
20, 1 ,1.58,1.34,1.29,1.33,1.32,,,,20, 1 ,0.74,0.53,0.55,0.55,0.54,,,2.44,0.78
40, 1 ,3.84,2.93,2.75,2.56,2.75,,,,40, 1 ,1.43,1.03,1.02,1.04,1.03,,,2.67,1.72
60, 1 ,4.46,3.78,3.79,3.76,3.78,,,,60, 1 ,2.13,1.54,1.55,1.55,1.55,,,2.44,2.23
80, 1 ,6.67,6.15,5.82,6.31,6.09,,,,80, 1 ,2.77,2.76,2.76,2.75,2.76,,,2.21,3.33
100, 1 ,10.11,7.05,7.48,7.05,7.19,,,,100, 1 ,3.29,3.18,3.23,3.20,3.20,,,2.25,3.99
1, 3 ,0.13,0.10,0.11,0.11,0.11,,,,1, 3 ,0.19,0.18,0.18,0.18,0.18,,,0.61,-0.07
5, 3 ,0.44,0.40,0.40,0.41,0.40,,,,5, 3 ,0.36,0.37,0.35,0.33,0.35,,,1.14,0.05
10, 3 ,0.84,0.77,0.77,0.94,0.83,,,,10, 3 ,0.58,0.55,0.53,0.53,0.54,,,1.54,0.29
20, 3 ,1.78,1.43,1.36,1.54,1.45,,,,20, 3 ,1.03,1.00,1.02,1.00,1.00,,,1.45,0.45
40, 3 ,3.15,2.83,2.72,2.90,2.82,,,,40, 3 ,1.96,1.78,1.89,1.89,1.85,,,1.52,0.97
60, 3 ,4.66,4.64,4.02,4.29,4.31,,,,60, 3 ,2.90,2.75,2.81,2.73,2.76,,,1.56,1.55
80, 3 ,6.69,6.80,6.80,6.11,6.57,,,,80, 3 ,3.78,3.77,3.73,3.77,3.76,,,1.75,2.81
100, 3 ,7.64,7.59,8.09,7.50,7.73,,,,100, 3 ,4.58,4.53,4.58,4.77,4.63,,,1.67,3.10
1, 6 ,0.14,0.12,0.10,0.14,0.12,,,,1, 6 ,0.37,0.32,0.35,0.34,0.34,,,0.35,-0.22
5, 6 ,0.46,0.42,0.45,0.42,0.43,,,,5, 6 ,0.57,0.53,0.52,0.52,0.53,,,0.81,-0.10
10, 6 ,0.87,0.97,0.84,0.81,0.87,,,,10, 6 ,0.88,0.86,0.79,0.88,0.84,,,1.04,0.03
20, 6 ,1.75,1.56,1.53,1.57,1.55,,,,20, 6 ,1.45,1.32,1.42,1.38,1.37,,,1.13,0.18
40, 6 ,3.71,3.08,3.21,3.40,3.23,,,,40, 6 ,2.68,2.41,2.28,2.47,2.38,,,1.36,0.85
60, 6 ,5.41,4.56,4.52,4.80,4.63,,,,60, 6 ,3.80,3.49,3.57,3.60,3.56,,,1.30,1.07
80, 6 ,6.74,6.79,6.40,6.39,6.53,,,,80, 6 ,4.94,4.94,5.09,5.15,5.06,,,1.29,1.47
100, 6 ,8.72,8.62,8.29,8.06,8.33,,,,100, 6 ,6.15,6.19,6.09,6.25,6.18,,,1.35,2.15
1, 9 ,0.16,0.15,0.14,0.14,0.14,,,,1, 9 ,0.53,0.52,0.53,0.55,0.53,,,0.26,-0.39
5, 9 ,0.48,0.51,0.63,0.56,0.57,,,,5, 9 ,0.78,0.80,0.85,0.81,0.82,,,0.70,-0.25
10, 9 ,0.95,0.88,0.88,0.97,0.91,,,,10, 9 ,1.23,1.22,1.18,1.14,1.18,,,0.77,-0.27
20, 9 ,1.91,1.83,1.88,1.88,1.87,,,,20, 9 ,2.16,1.87,1.87,1.83,1.86,,,1.01,0.01
40, 9 ,3.79,3.50,3.66,3.45,3.54,,,,40, 9 ,3.63,3.10,3.40,3.18,3.23,,,1.10,0.31
60, 9 ,5.95,5.11,5.31,5.00,5.14,,,,60, 9 ,5.26,4.56,4.59,4.43,4.53,,,1.13,0.61
80, 9 ,7.69,7.28,6.88,6.86,7.01,,,,80, 9 ,6.67,6.89,6.86,6.73,6.83,,,1.03,0.18
