shuffle, , .1, .2, .3, .4, avg,0,1,2,broadcast,4,5,6,7,8,brAvg,R,S,sh/bc,sh-bc
5, 3 ,1.54,0.52,0.54,0.54,0.53,,,,,,,,,,,,,,
10, 3 ,3.99,0.95,0.98,0.96,0.96,,,,,,,,,,,,,,
20, 3 ,8.38,1.83,1.84,1.79,1.82,,,,,,,,,,,,,,
40, 3 ,4.79,4.71,4.74,4.76,4.74,,,,,,,,,,,,,,
60, 3 ,32.42,8.53,7.12,7.05,7.57,,,,,,,,,,,,,,
80, 3 ,51.62,9.79,9.40,9.38,9.52,,,,,,,,,,,,,,
100, 3 ,69.50,14.73,10.68,10.63,12.01,,,,,,,,,,,,,,
1, 6 ,0.41,0.40,0.38,0.39,0.39,,,,,,,,,,,,,,
5, 6 ,1.95,0.76,0.76,0.81,0.78,,,,,,,,,,,,,,
10, 6 ,4.89,1.24,1.21,1.22,1.23,,,,,,,,,,,,,,
20, 6 ,10.61,2.14,2.15,2.12,2.14,,,,,,,,,,,,,,
40, 6 ,22.05,5.24,5.22,5.22,5.23,,,,,,,,,,,,,,
60, 6 ,33.31,7.93,7.66,7.83,7.81,,,,,,,,,,,,,,
80, 6 ,50.48,10.42,10.09,10.14,10.22,,,,,,,,,,,,,,
100, 6 ,70.63,19.58,11.69,11.69,14.32,,,,,,,,,,,,,,
1, 9 ,0.59,0.57,0.58,0.58,0.58,,,,,,,,,,,,,,
5, 9 ,1.97,0.96,1.01,1.04,1.00,,,,,,,,,,,,,,
10, 9 ,4.87,1.56,1.53,1.52,1.54,,,,,,,,,,,,,,
20, 9 ,10.62,2.61,2.62,2.79,2.67,,,,,,,,,,,,,,
40, 9 ,21.98,5.93,5.86,5.96,5.91,,,,,,,,,,,,,,
60, 9 ,33.80,8.88,8.62,8.62,8.70,,,,,,,,,,,,,,
80, 9 ,49.53,11.87,11.42,11.30,11.53,,,,,,,,,,,,,,
100, 9 ,71.16,19.08,13.22,13.15,15.15,,,,,,,,,,,,,,
1, 12 ,0.85,0.78,0.75,0.76,0.76,,,,,,,,,,,,,,
5, 12 ,2.02,1.26,1.18,1.29,1.24,,,,,,,,,,,,,,
10, 12 ,5.07,1.95,2.08,2.03,2.02,,,,,,,,,,,,,,
20, 12 ,10.58,3.37,3.28,3.38,3.34,,,,,,,,,,,,,,
40, 12 ,22.08,6.61,6.63,6.81,6.68,,,,,,,,,,,,,,
60, 12 ,34.46,9.87,9.64,9.53,9.68,,,,,,,,,,,,,,
80, 12 ,47.31,12.95,12.55,12.51,12.67,,,,,,,,,,,,,,
100, 12 ,0.01,0.04,0.01,0.05,0.03,,,,,,,,,,,,,,
